Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.8027  2.0492    -9.1325 -2.7377
      1  -3.9303  1.0415    -5.5507 -2.5270
      2  -4.6896  0.6624    -5.6168 -3.9864
      3  -5.1171  0.5142    -5.8237 -4.7521
      4  -5.4369  0.5531    -6.3065 -5.1316
      5  -5.3285  0.3359    -5.6680 -5.1250
      6  -5.1302  0.9367    -7.1964 -4.0324
      7  -5.0827  0.7659    -6.3302 -4.2634
      8  -5.1291  0.6302    -6.0981 -4.5981
      9  -5.0256  0.5217    -5.6607 -4.5793
     10  -4.8932  0.5808    -5.5708 -4.3658
     11  -4.7586  0.9293    -6.7247 -3.7374
     12  -4.6940  0.7510    -5.6418 -3.8553
     13  -4.7164  0.6061    -5.5087 -4.1013
     14  -4.7465  0.5010    -5.4580 -4.2815
     15  -4.7070  0.4205    -5.3196 -4.2844
     16  -4.7384  0.3554    -5.3192 -4.3912
     17  -4.7815  0.3120    -5.3275 -4.5258
     18  -4.7424  0.2725    -5.2783 -4.5205
     19  -4.7786  0.2417    -5.2907 -4.5524
     20  -4.7484  0.2147    -5.2367 -4.5453
     21  -4.7794  0.1912    -5.2543 -4.5792
     22  -4.7832  0.1767    -5.2527 -4.5894
     23  -4.7155  0.1990    -5.1626 -4.5404
     24  -4.6565  0.2018    -5.0594 -4.5240
     25  -4.7144  0.1977    -5.1238 -4.5422
     26  -4.7432  0.1801    -5.1576 -4.5618
     27  -4.6812  0.2135    -5.0698 -4.5314
     28  -4.6612  0.1937    -5.0555 -4.5291
     29  -4.6217  0.1849    -5.0428 -4.5227
     30  -4.5903  0.1705    -5.0282 -4.5192
     31  -4.5671  0.1543    -5.0109 -4.5174
     32  -4.5593  0.1422    -5.0015 -4.5176
     33  -4.5546  0.1339    -4.9943 -4.5180
     34  -4.5370  0.1195    -4.9597 -4.5166
     35  -4.5274  0.1082    -4.9213 -4.5163
     36  -4.5262  0.1041    -4.9111 -4.5167
     37  -4.5313  0.0979    -4.9196 -4.5204
     38  -4.5230  0.0868    -4.8534 -4.5199
     39  -4.5180  0.0785    -4.7885 -4.5198
     40  -4.5211  0.0736    -4.7891 -4.5222
     41  -4.5205  0.0715    -4.7883 -4.5223

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0585     0.0075  0.1900
      1   0.1027  0.0585     0.0075  0.1900
      2   0.1011  0.0587     0.0067  0.1897
      3   0.1005  0.0589     0.0060  0.1896
      4   0.0940  0.0604     0.0031  0.1885
      5   0.1071  0.0576     0.0093  0.1907
      6   0.0220  0.0197     0.0000  0.0568
      7   0.0236  0.0194     0.0001  0.0582
      8   0.0268  0.0200     0.0001  0.0616
      9   0.0300  0.0209     0.0008  0.0665
     10   0.0250  0.0172     0.0002  0.0543
     11   0.0129  0.0096     0.0000  0.0274
     12   0.0138  0.0093     0.0001  0.0278
     13   0.0152  0.0093     0.0002  0.0296
     14   0.0165  0.0095     0.0007  0.0312
     15   0.0176  0.0095     0.0012  0.0323
     16   0.0187  0.0096     0.0017  0.0333
     17   0.0199  0.0099     0.0022  0.0345
     18   0.0211  0.0101     0.0029  0.0365
     19   0.0223  0.0103     0.0038  0.0383
     20   0.0235  0.0105     0.0050  0.0397
     21   0.0247  0.0107     0.0064  0.0409
     22   0.0252  0.0107     0.0072  0.0412
     23   0.0223  0.0093     0.0053  0.0358
     24   0.0219  0.0092     0.0049  0.0351
     25   0.0213  0.0088     0.0046  0.0338
     26   0.0220  0.0089     0.0055  0.0344
     27   0.0195  0.0080     0.0034  0.0310
     28   0.0203  0.0081     0.0044  0.0320
     29   0.0208  0.0083     0.0049  0.0329
     30   0.0216  0.0086     0.0058  0.0338
     31   0.0225  0.0088     0.0070  0.0347
     32   0.0232  0.0088     0.0074  0.0357
     33   0.0237  0.0087     0.0077  0.0363
     34   0.0245  0.0089     0.0079  0.0378
     35   0.0253  0.0091     0.0083  0.0387
     36   0.0256  0.0090     0.0085  0.0390
     37   0.0262  0.0090     0.0091  0.0395
     38   0.0270  0.0091     0.0095  0.0402
     39   0.0277  0.0091     0.0101  0.0408
     40   0.0283  0.0091     0.0108  0.0411
     41   0.0285  0.0091     0.0112  0.0412

