Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.0700  1.5329    -4.7440 -0.0947
      1  -1.4331  1.4476    -5.0292 -0.6982
      2  -1.5526  1.3497    -4.6815 -1.0238
      3  -1.7560  1.4195    -5.4158 -1.1819
      4  -3.0550  2.2891    -8.3675 -1.2327
      5  -4.8282  2.4580    -8.9865 -1.2401
      6  -4.8569  2.3980    -8.9801 -1.5224
      7  -6.2008  2.2074    -9.1984 -1.8765
      8  -6.4064  2.0448    -9.1298 -2.4940
      9  -5.2574  1.8622    -8.5123 -2.0215
     10  -5.3104  1.7499    -8.4118 -2.3307
     11  -6.1305  1.5884    -8.8176 -3.3601
     12  -6.7794  1.5911    -9.1107 -3.9464
     13  -6.9049  1.4011    -9.1146 -4.9723
     14  -6.3485  1.2930    -8.5487 -4.5328
     15  -5.9668  1.1501    -7.7209 -4.2874
     16  -5.6572  1.0739    -7.1236 -3.9850
     17  -5.6890  0.9580    -7.0670 -4.2598
     18  -5.3010  1.0188    -6.7055 -3.5870
     19  -5.5577  0.8438    -6.7838 -4.4639

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0939  0.0629     0.0001  0.1891
      1   0.0925  0.0633     0.0001  0.1889
      2   0.0962  0.0631     0.0001  0.1897
      3   0.0929  0.0643     0.0001  0.1895
      4   0.0207  0.0262     0.0000  0.0722
      5   0.0051  0.0045     0.0000  0.0102
      6   0.0062  0.0043     0.0000  0.0111
      7   0.0055  0.0034     0.0000  0.0069
      8   0.0062  0.0030     0.0000  0.0069
      9   0.0060  0.0031     0.0000  0.0069
     10   0.0066  0.0027     0.0000  0.0069
     11   0.0065  0.0026     0.0000  0.0069
     12   0.0063  0.0025     0.0000  0.0068
     13   0.0067  0.0021     0.0001  0.0068
     14   0.0067  0.0022     0.0001  0.0068
     15   0.0068  0.0023     0.0001  0.0069
     16   0.0068  0.0023     0.0001  0.0069
     17   0.0070  0.0019     0.0002  0.0069
     18   0.0068  0.0018     0.0001  0.0068
     19   0.0069  0.0018     0.0002  0.0068

