Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3576  2.3088    -9.0756 -1.9011
      1  -7.2963  1.2829    -6.9978 -5.6370
      2  -8.1971  0.8850    -3.7595 -7.3803
      3  -7.6408  0.7529    -8.6264 -7.1632
      4  -7.4161  0.6641    -8.0837 -7.0576
      5  -7.2625  0.6328    -7.8191 -6.8622
      6  -6.9454  0.9045    -7.6311 -5.8621
      7  -6.3855  1.2523    -7.5707 -3.9104
      8  -5.6874  1.5143    -7.3856 -2.2563
      9  -4.6650  2.0027    -8.1143 -0.9784
     10  -4.7130  1.8046    -7.4777 -1.2712
     11  -4.7488  1.6442    -7.0103 -1.5695
     12  -5.1736  1.2933    -6.9552 -2.8737
     13  -5.2085  1.1656    -6.8350 -3.2462
     14  -4.6621  1.2284    -6.4408 -2.5457
     15  -4.1128  1.2951    -6.0149 -1.9015
     16  -4.4813  1.0779    -6.0812 -2.9057
     17  -4.7893  0.9947    -6.2605 -3.4916
     18  -4.7991  0.8732    -6.1707 -3.6574
     19  -5.0395  0.8104    -6.3040 -4.0498

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0589     0.0063  0.1898
      1   0.1014  0.0589     0.0062  0.1898
      2   0.1025  0.0584     0.0077  0.1899
      3   0.0987  0.0593     0.0053  0.1893
      4   0.1023  0.0591     0.0057  0.1901
      5   0.1015  0.0593     0.0054  0.1899
      6   0.0582  0.0474     0.0005  0.1514
      7   0.0206  0.0185     0.0001  0.0540
      8   0.0096  0.0073     0.0000  0.0201
      9   0.0046  0.0038     0.0000  0.0068
     10   0.0056  0.0035     0.0000  0.0069
     11   0.0064  0.0030     0.0000  0.0071
     12   0.0068  0.0029     0.0000  0.0090
     13   0.0071  0.0026     0.0001  0.0093
     14   0.0067  0.0022     0.0001  0.0069
     15   0.0065  0.0022     0.0001  0.0067
     16   0.0066  0.0021     0.0001  0.0068
     17   0.0067  0.0021     0.0001  0.0068
     18   0.0069  0.0018     0.0002  0.0068
     19   0.0069  0.0017     0.0002  0.0068

