trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  820 460.00  0.00 800.00 17.20  1
  1  737 410.00  0.00 800.00 520.00  1
  2 1151 640.00  0.00 800.00 520.00  0
  3  935 520.00  0.00 800.00 520.00  0
  4  845 470.00  0.00 800.00 520.00  0
  5  719 400.00  0.00 800.00 520.00  0
  6  790 440.00  0.00 800.00 260.00  0
  7  681 380.00  0.00 800.00 156.00  1
  8  699 390.00  0.00 800.00 156.00  1
  9  664 370.00  0.00 800.00 260.00  1
 10  736 410.00  0.00 800.00 260.00  0
 11    0  10.00  0.00 800.00  0.43  1
 12  538 300.00  0.00 800.00 260.00  0
 13    0  30.00  0.00 800.00  0.71  1
 14  501 280.00  0.00 800.00 156.00  1
 15  537 300.00  0.00 800.00 156.00  1
 16  591 330.00  0.00 800.00 156.00  1
 17  898 500.00  0.00 800.00 260.00  0
 18  826 460.00  0.00 800.00 260.00  0
 19  627 350.00  0.00 800.00 156.00  1
 20  808 450.00  0.00 800.00 260.00  0
 21  645 360.00  0.00 800.00 156.00  1
 22  700 390.00  0.00 800.00 260.00  0
 23  772 430.00  0.00 800.00 260.00  0
 24  645 360.00  0.00 800.00 156.00  1
 25  681 380.00  0.00 800.00 156.00  1
 26  790 440.00  0.00 800.00 260.00  0
 27  772 430.00  0.00 800.00 260.00  0
 28  754 420.00  0.00 800.00 260.00  0
 29  699 390.00  0.00 800.00 156.00  1
 30  754 400.00  0.00 800.00 520.00  0
 31  681 380.00  0.00 800.00 156.00  1
 32  772 430.00  0.00 800.00 260.00  0
 33  681 390.00  0.00 800.00 260.00  0
 34  699 390.00  0.00 800.00 156.00  0
 35  717 400.00  0.00 800.00 156.00  1
 36  699 380.00  0.00 800.00 104.00  1
 37  717 420.00  0.00 800.00 260.00  0
 38  717 410.00  0.00 800.00 260.00  0
 39  717 420.00  0.00 800.00 260.00  0
 40  717 390.00  0.00 800.00 260.00  1
 41  681 380.00  0.00 800.00 156.00  1
