trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1311 730.00  0.00 800.00 156.00  0
  1  822 460.00  0.00 800.00 26.00  0
  2  654 370.00  0.00 800.00  6.44  0
  3  652 370.00  0.00 800.00  3.00  0
  4  597 340.00  0.00 800.00  2.00  0
  5  758 430.00  0.00 800.00  1.00  1
  6  615 350.00  0.00 800.00  2.00  0
  7  740 420.00  0.00 800.00  1.00  0
  8  758 430.00  0.00 800.00  1.00  1
  9  740 400.00  0.00 800.00  2.00  0
 10  740 400.00  0.00 800.00  0.71  0
 11 1415 790.00  0.00 800.00 21.50  0
 12 1416 790.00  0.00 800.00 26.00  0
 13 1416 770.00  0.00 800.00 52.00  0
 14  777 440.00  0.00 800.00  2.00  0
 15  956 540.00  0.00 800.00  1.00  1
 16 1417 790.00  0.00 800.00 52.00  0
 17  885 500.00  0.00 800.00  2.00  0
 18  867 490.00  0.00 800.00  2.00  0
 19 1064 600.00  0.00 800.00  1.00  1
 20 1418 790.00  0.00 800.00 104.00  0
 21 1419 790.00  0.00 800.00 156.00  0
 22  885 500.00  0.00 800.00  2.00  0
 23  867 490.00  0.00 800.00  2.00  1
 24 1419 790.00  0.00 800.00 156.00  0
 25 1420 790.00  0.00 800.00 260.00  0
 26  849 480.00  0.00 800.00  2.00  0
 27  524 300.00  0.00 800.00  1.00  0
 28  849 490.00  0.00 800.00  3.00  0
 29  470 270.00  0.00 800.00  1.00  1
 30  831 470.00  0.00 800.00  2.00  0
 31  524 300.00  0.00 800.00  1.00  1
 32  849 480.00  0.00 800.00  2.00  0
 33 1082 610.00  0.00 800.00  1.00  0
 34  452 260.00  0.00 800.00  1.00  1
 35  452 270.00  0.00 800.00  2.00  0
 36 1100 620.00  0.00 800.00  1.00  0
 37 1100 600.00  0.00 800.00  2.00  0
 38  398 230.00  0.00 800.00  1.00  1
 39  416 240.00  0.00 800.00  1.00  1
 40 1100 620.00  0.00 800.00  1.00  1
 41  488 280.00  0.00 800.00  1.00  1
