trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 1.0, 400, 0
6.0, 800, 1.0, 200, 0
7.0, 800, 1.0, 100, 0
8.0, 800, 1.0, 50, 0
9.0, 800, 1.0, 25, 0
10.0, 800, 1.0, 12, 0
11.0, 400, 0.0, 800, 4
12.0, 600, 0.0, 800, 4
13.0, 700, 0.0, 800, 4
14.0, 750, 0.0, 800, 4
15.0, 775, 0.0, 800, 4
16.0, 787, 0.0, 800, 4
17.0, 400, 0.0, 800, 26
18.0, 600, 0.0, 800, 26
19.0, 700, 0.0, 800, 26
20.0, 750, 0.0, 800, 26
21.0, 725, 0.0, 800, 26
22.0, 712, 0.0, 800, 26
23.0, 800, 2.0, 400, 0
24.0, 800, 2.0, 600, 0
25.0, 800, 2.0, 500, 0
26.0, 800, 2.0, 450, 0
27.0, 800, 2.0, 425, 0
28.0, 800, 2.0, 412, 0
29.0, 800, 52.0, 400, 0
30.0, 800, 52.0, 200, 0
31.0, 800, 52.0, 100, 0
32.0, 800, 52.0, 50, 0
33.0, 800, 52.0, 75, 0
34.0, 800, 52.0, 87, 0
35.0, 400, 0.0, 800, 156
36.0, 200, 0.0, 800, 156
37.0, 100, 0.0, 800, 156
38.0, 50, 0.0, 800, 156
39.0, 75, 0.0, 800, 156
40.0, 62, 0.0, 800, 156
41.0, 800, 520.0, 400, 0
42.0, 800, 520.0, 200, 0
43.0, 800, 520.0, 100, 0
44.0, 800, 520.0, 50, 0
45.0, 800, 520.0, 25, 0
46.0, 800, 520.0, 12, 0
