Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.1770  1.8363    -9.1702 -3.4511
      1  -4.6981  1.0299    -6.3525 -3.2833
      2  -3.8798  0.6496    -4.7731 -3.1867
      3  -4.2850  0.4934    -4.9283 -3.9653
      4  -4.1100  0.4016    -4.5264 -3.8687
      5  -4.2601  0.3658    -4.6769 -4.0868
      6  -4.2712  0.2816    -4.6610 -4.2433
      7  -4.2432  0.1995    -4.5057 -4.2431
      8  -4.2367  0.1458    -4.5033 -4.2435
      9  -4.2410  0.1067    -4.5032 -4.2489
     10  -4.2371  0.0764    -4.5004 -4.2489
     11  -4.2364  0.0573    -4.5001 -4.2490
     12  -4.2364  0.0444    -4.5001 -4.2492
     13  -4.2468  0.1137    -4.5093 -4.2489
     14  -4.2391  0.0824    -4.5024 -4.2488
     15  -4.2380  0.0630    -4.5018 -4.2489
     16  -4.1989  0.4962    -4.6152 -3.9307
     17  -4.2105  0.3977    -4.5764 -3.9903
     18  -4.2215  0.3186    -4.5560 -4.0258
     19  -4.2317  0.2557    -4.5471 -4.0742
     20  -4.2285  0.2000    -4.5242 -4.0889
     21  -4.2205  0.1610    -4.5085 -4.0880
     22  -4.2815  0.3442    -4.7378 -4.0998
     23  -4.2608  0.2724    -4.7045 -4.1014
     24  -4.2515  0.2158    -4.6867 -4.1067
     25  -4.2573  0.1800    -4.6879 -4.1679
     26  -4.2463  0.1516    -4.6489 -4.1622
     27  -4.2373  0.1304    -4.5918 -4.1553
     28  -4.2435  0.1142    -4.5999 -4.2368
     29  -4.2414  0.1041    -4.5791 -4.2370
     30  -4.2771  0.1452    -4.7153 -4.2414
     31  -4.2730  0.1325    -4.7080 -4.2416
     32  -4.2579  0.1173    -4.6712 -4.2402
     33  -4.2673  0.1128    -4.6874 -4.2452
     34  -4.2638  0.1062    -4.6764 -4.2452
     35  -4.2333  0.1163    -4.5672 -4.1438
     36  -4.2389  0.1055    -4.5760 -4.2016
     37  -4.2306  0.0968    -4.5106 -4.1764
     38  -4.2356  0.0883    -4.5112 -4.2374
     39  -4.2281  0.0830    -4.5058 -4.2029
     40  -4.2291  0.0798    -4.5058 -4.2201
     41  -4.2300  0.0772    -4.5058 -4.2368

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0587     0.0069  0.1899
      1   0.1022  0.0587     0.0071  0.1899
      2   0.1028  0.0586     0.0075  0.1901
      3   0.1027  0.0587     0.0071  0.1901
      4   0.1067  0.0576     0.0101  0.1907
      5   0.1082  0.0573     0.0106  0.1909
      6   0.1157  0.0548     0.0176  0.1919
      7   0.1237  0.0512     0.0287  0.1928
      8   0.1254  0.0499     0.0337  0.1929
      9   0.1304  0.0474     0.0422  0.1935
     10   0.1338  0.0454     0.0491  0.1938
     11   0.1340  0.0451     0.0500  0.1938
     12   0.1342  0.0449     0.0505  0.1938
     13   0.0904  0.0428     0.0251  0.1678
     14   0.0951  0.0422     0.0297  0.1704
     15   0.0956  0.0419     0.0309  0.1706
     16   0.0256  0.0145     0.0014  0.0489
     17   0.0279  0.0146     0.0033  0.0515
     18   0.0299  0.0146     0.0057  0.0534
     19   0.0318  0.0147     0.0076  0.0550
     20   0.0324  0.0145     0.0084  0.0553
     21   0.0335  0.0143     0.0095  0.0564
     22   0.0220  0.0099     0.0031  0.0366
     23   0.0230  0.0098     0.0047  0.0376
     24   0.0236  0.0096     0.0064  0.0379
     25   0.0244  0.0096     0.0074  0.0387
     26   0.0253  0.0095     0.0079  0.0395
     27   0.0262  0.0096     0.0084  0.0402
     28   0.0270  0.0095     0.0089  0.0407
     29   0.0273  0.0095     0.0093  0.0409
     30   0.0230  0.0079     0.0077  0.0338
     31   0.0234  0.0078     0.0080  0.0339
     32   0.0240  0.0079     0.0083  0.0344
     33   0.0247  0.0080     0.0087  0.0355
     34   0.0251  0.0079     0.0090  0.0359
     35   0.0214  0.0069     0.0076  0.0308
     36   0.0220  0.0068     0.0079  0.0314
     37   0.0225  0.0069     0.0081  0.0320
     38   0.0230  0.0069     0.0084  0.0325
     39   0.0235  0.0070     0.0087  0.0329
     40   0.0236  0.0069     0.0088  0.0330
     41   0.0238  0.0069     0.0090  0.0331

