Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.3357  2.8290    -8.9648 -0.2786
      1  -4.1761  2.8730    -8.9419 -0.2229
      2  -3.9757  2.9147    -8.9100 -0.1797
      3  -3.7703  2.9425    -8.8730 -0.1506
      4  -2.3918  2.5629    -8.2094 -0.0922
      5  -1.9148  2.2412    -7.4251 -0.0802
      6  -3.0526  2.2703    -8.1321 -0.3505
      7  -2.7535  2.0302    -7.3873 -0.3321
      8  -2.1194  1.7192    -6.0745 -0.2426
      9  -2.6457  1.6165    -6.4163 -0.7138
     10  -2.4902  1.3817    -5.0845 -0.7327
     11  -2.8677  1.2794    -5.3806 -1.4042
     12  -3.4749  1.4145    -6.5761 -1.8931
     13  -3.1619  1.1294    -5.1073 -1.8761
     14  -2.8970  1.0085    -4.3493 -1.7359
     15  -2.8493  0.8679    -4.1515 -1.7766
     16  -3.0361  0.7860    -4.2654 -2.1334
     17  -2.8320  0.7357    -3.9048 -1.9695
     18  -2.9474  0.6618    -3.9533 -2.1975
     19  -3.1914  0.7310    -4.2827 -2.4314

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0019  0.0042     0.0000  0.0066
      1   0.0030  0.0050     0.0000  0.0092
      2   0.0044  0.0056     0.0000  0.0116
      3   0.0058  0.0058     0.0000  0.0129
      4   0.0067  0.0068     0.0000  0.0163
      5   0.0080  0.0067     0.0000  0.0177
      6   0.0056  0.0041     0.0000  0.0099
      7   0.0065  0.0038     0.0000  0.0106
      8   0.0070  0.0038     0.0000  0.0115
      9   0.0070  0.0039     0.0000  0.0117
     10   0.0075  0.0036     0.0001  0.0119
     11   0.0077  0.0037     0.0001  0.0122
     12   0.0068  0.0031     0.0000  0.0095
     13   0.0072  0.0030     0.0001  0.0106
     14   0.0075  0.0031     0.0001  0.0113
     15   0.0077  0.0029     0.0003  0.0114
     16   0.0079  0.0031     0.0003  0.0119
     17   0.0080  0.0031     0.0003  0.0121
     18   0.0083  0.0033     0.0004  0.0126
     19   0.0076  0.0027     0.0003  0.0110

