trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1308 730.00  0.00 800.00 26.00  0
  1  769 430.00  0.00 800.00 52.00  0
  2  766 430.00  0.00 800.00 17.20  1
  3  822 460.00  0.00 800.00 26.00  0
  4  714 400.00  0.00 800.00 26.00  0
  5  677 380.00  0.00 800.00 21.50  1
  6  732 410.00  0.00 800.00 26.00  0
  7  677 380.00  0.00 800.00 17.20  1
  8  732 390.00  0.00 800.00 21.50  1
  9  785 440.00  0.00 800.00 21.50  0
 10  714 400.00  0.00 800.00 26.00  0
 11  624 350.00  0.00 800.00 26.00  1
 12  856 480.00  0.00 800.00 17.20  1
 13  732 410.00  0.00 800.00 26.00  0
 14  732 430.00  0.00 800.00 52.00  0
 15  732 410.00  0.00 800.00 21.50  0
 16  785 440.00  0.00 800.00 21.50  0
 17  677 380.00  0.00 800.00 21.50  0
 18  641 360.00  0.00 800.00 21.50  0
 19  694 390.00  0.00 800.00 17.20  1
 20  623 350.00  0.00 800.00 21.50  0
 21  478 270.00  0.00 800.00 17.20  1
 22  586 330.00  0.00 800.00 17.20  1
 23  659 370.00  0.00 800.00 21.50  0
 24  514 290.00  0.00 800.00 17.20  0
 25 1421 790.00  0.00 800.00 520.00  0
 26  459 260.00  0.00 800.00 12.90  1
 27  495 280.00  0.00 800.00 12.90  1
 28  531 300.00  0.00 800.00 12.90  0
 29 1421 790.00  0.00 800.00 520.00  0
 30 1421 780.00  0.00 800.00 260.00  0
 31  459 260.00  0.00 800.00 12.90  1
 32  459 250.00  0.00 800.00 10.80  1
 33  477 270.00  0.00 800.00 12.90  1
 34  477 270.00  0.00 800.00 17.20  0
 35  405 230.00  0.00 800.00 12.90  1
 36  423 240.00  0.00 800.00 12.90  1
 37  423 240.00  0.00 800.00 10.80  1
 38  459 260.00  0.00 800.00 12.90  1
 39 1018 570.00  0.00 800.00 17.20  0
 40  459 260.00  0.00 800.00 17.20  0
 41  387 220.00  0.00 800.00 12.90  1
