Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6710  2.7003    -9.0066 -0.5800
      1  -7.0329  1.4071    -7.9532 -5.1264
      2  -5.8922  0.8549    -7.0817 -5.0195
      3  -6.4462  0.6414    -7.2634 -5.9970
      4  -6.1464  0.5339    -6.7155 -5.8452
      5  -6.3121  0.5158    -6.8184 -6.1366
      6  -5.6430  1.7236    -8.1731 -1.6071
      7  -5.8197  1.4119    -7.7928 -2.6443
      8  -5.9337  1.1505    -7.5247 -4.1373
      9  -5.3838  1.5269    -7.6777 -2.0299
     10  -5.4779  1.2751    -7.2260 -3.0284
     11  -5.5350  1.0876    -7.0171 -3.8130
     12  -5.7182  0.8865    -7.0210 -4.6893
     13  -5.6354  0.7547    -6.7013 -4.7323
     14  -5.7705  0.6462    -6.7570 -5.0697
     15  -5.8640  0.5683    -6.7963 -5.2991
     16  -5.7933  0.4832    -6.5705 -5.2861
     17  -5.8722  0.4334    -6.6222 -5.4293
     18  -6.0639  0.5587    -6.9655 -5.5479
     19  -6.2607  0.7352    -7.3281 -5.6227

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1023  0.0586     0.0071  0.1899
      1   0.1014  0.0588     0.0065  0.1898
      2   0.1002  0.0592     0.0054  0.1896
      3   0.1004  0.0591     0.0058  0.1896
      4   0.1014  0.0587     0.0065  0.1897
      5   0.1026  0.0588     0.0064  0.1900
      6   0.0114  0.0121     0.0000  0.0322
      7   0.0133  0.0121     0.0000  0.0338
      8   0.0146  0.0120     0.0000  0.0345
      9   0.0078  0.0063     0.0000  0.0168
     10   0.0088  0.0060     0.0000  0.0175
     11   0.0094  0.0057     0.0001  0.0179
     12   0.0102  0.0060     0.0001  0.0191
     13   0.0110  0.0062     0.0003  0.0199
     14   0.0119  0.0066     0.0005  0.0208
     15   0.0127  0.0069     0.0007  0.0227
     16   0.0136  0.0071     0.0008  0.0242
     17   0.0144  0.0074     0.0010  0.0254
     18   0.0109  0.0054     0.0005  0.0186
     19   0.0086  0.0039     0.0003  0.0132

