Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.4587  0.9893    -4.7752 -2.4213
      1  -3.9749  0.7685    -4.9726 -3.4124
      2  -4.2715  0.6856    -5.2174 -3.9151
      3  -4.4271  0.6477    -5.3875 -4.1298
      4  -4.7282  0.8207    -6.5447 -4.2751
      5  -5.3348  1.2126    -8.2894 -4.2520
      6  -4.9791  0.8939    -6.9514 -4.2891
      7  -4.8222  0.7210    -5.9235 -4.3142
      8  -4.9190  0.6781    -5.9644 -4.5243
      9  -4.8397  0.5297    -5.4835 -4.5329
     10  -5.0401  0.7355    -6.2205 -4.5441
     11  -4.9827  0.5697    -5.6948 -4.5871
     12  -4.9385  0.4519    -5.5253 -4.6051
     13  -5.0294  0.4551    -5.5924 -4.7784
     14  -4.9976  0.3651    -5.5113 -4.7907
     15  -5.0447  0.3228    -5.5361 -4.8259
     16  -5.0713  0.2744    -5.5438 -4.8703
     17  -5.0509  0.2228    -5.4708 -4.8670
     18  -5.0549  0.1859    -5.4638 -4.8855
     19  -5.0366  0.1615    -5.3402 -4.8723
     20  -5.0894  0.2388    -5.5510 -4.9247
     21  -5.0741  0.1966    -5.5126 -4.9219
     22  -5.0610  0.1661    -5.4555 -4.9159
     23  -5.0716  0.1419    -5.4641 -4.9858
     24  -5.0615  0.1225    -5.3782 -4.9747
     25  -5.0647  0.1093    -5.3775 -5.0115
     26  -5.0929  0.1325    -5.5184 -5.0698
     27  -5.0801  0.1141    -5.4680 -5.0689
     28  -5.0577  0.1182    -5.3409 -4.9682
     29  -5.0644  0.1028    -5.3414 -5.0458
     30  -5.0662  0.0941    -5.3413 -5.0666
     31  -5.0585  0.0851    -5.3352 -5.0471
     32  -5.0708  0.0863    -5.3415 -5.0714
     33  -5.0716  0.0811    -5.3414 -5.0724
     34  -5.0671  0.0721    -5.3371 -5.0721
     35  -5.0576  0.0744    -5.3326 -5.0664
     36  -5.0615  0.0657    -5.3328 -5.0705
     37  -5.0568  0.0648    -5.3304 -5.0680
     38  -5.0579  0.0614    -5.3303 -5.0692
     39  -5.0539  0.0638    -5.3290 -5.0663
     40  -5.0582  0.0540    -5.3292 -5.0707
     41  -5.0591  0.0513    -5.3292 -5.0717

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0986  0.0604     0.0001  0.1894
      1   0.0978  0.0605     0.0001  0.1892
      2   0.0977  0.0607     0.0003  0.1893
      3   0.0966  0.0604     0.0011  0.1888
      4   0.0705  0.0575     0.0001  0.1773
      5   0.0195  0.0203     0.0000  0.0573
      6   0.0252  0.0223     0.0000  0.0656
      7   0.0301  0.0235     0.0001  0.0721
      8   0.0300  0.0231     0.0001  0.0709
      9   0.0337  0.0232     0.0007  0.0746
     10   0.0212  0.0149     0.0001  0.0457
     11   0.0230  0.0145     0.0001  0.0467
     12   0.0248  0.0144     0.0015  0.0479
     13   0.0243  0.0143     0.0012  0.0474
     14   0.0260  0.0142     0.0028  0.0487
     15   0.0277  0.0149     0.0037  0.0522
     16   0.0296  0.0153     0.0052  0.0547
     17   0.0314  0.0154     0.0074  0.0565
     18   0.0323  0.0152     0.0082  0.0573
     19   0.0341  0.0156     0.0091  0.0598
     20   0.0254  0.0116     0.0054  0.0433
     21   0.0266  0.0115     0.0072  0.0445
     22   0.0277  0.0116     0.0079  0.0457
     23   0.0289  0.0116     0.0085  0.0468
     24   0.0300  0.0116     0.0093  0.0477
     25   0.0305  0.0115     0.0099  0.0480
     26   0.0273  0.0102     0.0086  0.0423
     27   0.0283  0.0103     0.0092  0.0437
     28   0.0267  0.0097     0.0085  0.0408
     29   0.0276  0.0097     0.0091  0.0413
     30   0.0279  0.0096     0.0096  0.0414
     31   0.0288  0.0098     0.0102  0.0431
     32   0.0279  0.0094     0.0097  0.0412
     33   0.0281  0.0094     0.0100  0.0413
     34   0.0288  0.0094     0.0108  0.0421
     35   0.0281  0.0092     0.0103  0.0410
     36   0.0288  0.0091     0.0112  0.0414
     37   0.0293  0.0093     0.0117  0.0424
     38   0.0295  0.0092     0.0122  0.0426
     39   0.0300  0.0093     0.0128  0.0436
     40   0.0307  0.0093     0.0140  0.0444
     41   0.0309  0.0093     0.0142  0.0446

