Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.3305  1.5806    -4.6377 -0.2462
      1  -3.4936  1.0977    -5.1239 -2.4140
      2  -2.8305  0.7835    -3.5966 -2.2636
      3  -3.1189  0.7175    -3.7409 -2.7467
      4  -2.9446  0.6687    -3.3877 -2.6602
      5  -2.8620  1.1301    -5.0491 -1.9538
      6  -2.7301  1.0310    -3.9124 -1.8773
      7  -2.7472  0.8058    -3.1910 -2.4079
      8  -2.9853  1.1609    -5.6379 -2.3448
      9  -3.0569  1.1246    -5.5300 -2.4983
     10  -2.9576  0.8429    -3.6535 -2.6393
     11  -2.9712  0.7175    -3.5070 -2.6841
     12  -2.9176  0.5390    -3.2858 -2.6934
     13  -2.8781  0.6275    -3.2272 -2.6519
     14  -2.9160  0.5569    -3.2363 -2.6919
     15  -2.9183  0.4426    -3.1797 -2.7542
     16  -2.8962  0.3845    -3.1579 -2.7304
     17  -2.9051  0.3040    -3.1573 -2.8411
     18  -2.9021  0.2264    -3.1562 -2.9020
     19  -2.8997  0.1695    -3.1555 -2.9038
     20  -2.9037  0.1312    -3.1552 -2.9098
     21  -2.9032  0.1002    -3.1548 -2.9110
     22  -2.9003  0.0758    -3.1530 -2.9109
     23  -2.8979  0.0670    -3.1519 -2.9097
     24  -2.8958  0.0619    -3.1514 -2.9083
     25  -2.8937  0.0599    -3.1511 -2.9065
     26  -2.8943  0.0522    -3.1511 -2.9073
     27  -2.8956  0.0450    -3.1511 -2.9087
     28  -2.8993  0.0300    -3.1513 -2.9123
     29  -2.8996  0.0263    -3.1513 -2.9127
     30  -2.9016  0.0352    -3.1521 -2.9137
     31  -2.9020  0.0280    -3.1520 -2.9142
     32  -2.9015  0.0219    -3.1517 -2.9142
     33  -2.8992  0.0477    -3.1519 -2.9115
     34  -2.9004  0.0375    -3.1519 -2.9128
     35  -2.8992  0.0374    -3.1516 -2.9120
     36  -2.9004  0.0288    -3.1516 -2.9132
     37  -2.9007  0.0244    -3.1516 -2.9135
     38  -2.8998  0.0267    -3.1514 -2.9128
     39  -2.9000  0.0244    -3.1514 -2.9130
     40  -2.8989  0.0287    -3.1513 -2.9120
     41  -2.8992  0.0267    -3.1513 -2.9123

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0987  0.0601     0.0029  0.1895
      1   0.0970  0.0606     0.0023  0.1892
      2   0.0986  0.0600     0.0025  0.1894
      3   0.0990  0.0598     0.0027  0.1894
      4   0.1005  0.0596     0.0028  0.1897
      5   0.0482  0.0420     0.0000  0.1299
      6   0.0519  0.0436     0.0001  0.1371
      7   0.0612  0.0441     0.0001  0.1450
      8   0.0358  0.0285     0.0000  0.0860
      9   0.0373  0.0295     0.0000  0.0892
     10   0.0396  0.0288     0.0001  0.0905
     11   0.0444  0.0301     0.0004  0.0972
     12   0.0481  0.0296     0.0040  0.0999
     13   0.0401  0.0244     0.0019  0.0816
     14   0.0437  0.0256     0.0035  0.0874
     15   0.0475  0.0258     0.0071  0.0908
     16   0.0502  0.0262     0.0091  0.0946
     17   0.0539  0.0263     0.0124  0.0982
     18   0.0555  0.0258     0.0151  0.0992
     19   0.0563  0.0255     0.0166  0.0996
     20   0.0588  0.0255     0.0190  0.1019
     21   0.0597  0.0252     0.0209  0.1024
     22   0.0615  0.0250     0.0228  0.1037
     23   0.0639  0.0255     0.0243  0.1074
     24   0.0662  0.0262     0.0258  0.1106
     25   0.0684  0.0268     0.0274  0.1142
     26   0.0687  0.0267     0.0280  0.1144
     27   0.0693  0.0265     0.0287  0.1147
     28   0.0713  0.0264     0.0305  0.1164
     29   0.0717  0.0263     0.0311  0.1166
     30   0.0540  0.0192     0.0228  0.0856
     31   0.0553  0.0191     0.0240  0.0867
     32   0.0564  0.0191     0.0253  0.0877
     33   0.0444  0.0148     0.0190  0.0677
     34   0.0454  0.0147     0.0206  0.0684
     35   0.0461  0.0149     0.0210  0.0693
     36   0.0471  0.0149     0.0218  0.0705
     37   0.0474  0.0148     0.0221  0.0707
     38   0.0477  0.0149     0.0223  0.0713
     39   0.0479  0.0148     0.0225  0.0714
     40   0.0482  0.0149     0.0226  0.0719
     41   0.0484  0.0149     0.0229  0.0720

