Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.7347  1.5363    -7.2199 -2.5554
      1  -5.9570  0.9351    -7.5337 -4.8450
      2  -6.6788  0.7188    -8.1683 -6.0661
      3  -7.0614  0.6911    -8.6685 -6.6350
      4  -7.3186  0.7072    -8.9594 -6.8850
      5  -7.0167  0.4453    -7.6129 -6.8160
      6  -6.9754  0.3089    -7.2746 -6.8251
      7  -7.0040  0.2387    -7.2743 -7.0051
      8  -6.9927  0.1664    -7.2658 -7.0055
      9  -6.9952  0.1289    -7.2655 -7.0062
     10  -6.9966  0.1037    -7.2653 -7.0069
     11  -6.9971  0.0883    -7.2652 -7.0071
     12  -6.9974  0.0783    -7.2650 -7.0074
     13  -6.9975  0.0717    -7.2649 -7.0076
     14  -6.9975  0.0676    -7.2649 -7.0078
     15  -6.9976  0.0644    -7.2648 -7.0079
     16  -7.0022  0.0508    -7.2649 -7.0126
     17  -7.0527  0.1798    -7.4929 -7.0141
     18  -7.0504  0.1702    -7.4872 -7.0144
     19  -7.0481  0.1606    -7.4808 -7.0148
     20  -7.0464  0.1537    -7.4764 -7.0149
     21  -7.2220  0.2865    -7.7987 -7.0332
     22  -7.2187  0.2741    -7.7743 -7.0341
     23  -7.2146  0.2644    -7.7540 -7.0342
     24  -7.2121  0.2541    -7.7315 -7.0348
     25  -7.2090  0.2464    -7.7136 -7.0349
     26  -7.2062  0.2390    -7.6953 -7.0349
     27  -7.2038  0.2328    -7.6793 -7.0350
     28  -7.2021  0.2261    -7.6607 -7.0352
     29  -7.2002  0.2208    -7.6449 -7.0353
     30  -7.1996  0.2151    -7.6269 -7.0358
     31  -7.1982  0.2105    -7.6109 -7.0359
     32  -7.1969  0.2069    -7.5982 -7.0359
     33  -7.1967  0.2026    -7.5814 -7.0363
     34  -7.1956  0.1994    -7.5681 -7.0364
     35  -7.1950  0.1960    -7.5526 -7.0366
     36  -7.1946  0.1928    -7.5516 -7.0368
     37  -7.1939  0.1902    -7.5509 -7.0369
     38  -7.1932  0.1881    -7.5503 -7.0369
     39  -7.1934  0.1854    -7.5496 -7.0373
     40  -7.1936  0.1828    -7.5489 -7.0377
     41  -7.1934  0.1806    -7.5483 -7.0379

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1002  0.0593     0.0052  0.1896
      1   0.0993  0.0595     0.0050  0.1895
      2   0.0962  0.0601     0.0040  0.1890
      3   0.0924  0.0610     0.0036  0.1885
      4   0.0847  0.0606     0.0036  0.1866
      5   0.1080  0.0595     0.0063  0.1915
      6   0.1176  0.0554     0.0156  0.1925
      7   0.1255  0.0522     0.0252  0.1934
      8   0.1314  0.0487     0.0376  0.1939
      9   0.1320  0.0481     0.0398  0.1939
     10   0.1325  0.0476     0.0417  0.1940
     11   0.1327  0.0473     0.0426  0.1940
     12   0.1330  0.0470     0.0434  0.1940
     13   0.1332  0.0468     0.0441  0.1940
     14   0.1333  0.0467     0.0446  0.1940
     15   0.1335  0.0465     0.0452  0.1940
     16   0.1378  0.0443     0.0528  0.1945
     17   0.0825  0.0426     0.0184  0.1601
     18   0.0832  0.0423     0.0199  0.1605
     19   0.0846  0.0420     0.0217  0.1612
     20   0.0852  0.0417     0.0227  0.1614
     21   0.0501  0.0270     0.0106  0.0973
     22   0.0515  0.0270     0.0117  0.0987
     23   0.0521  0.0269     0.0127  0.0992
     24   0.0534  0.0269     0.0140  0.1003
     25   0.0539  0.0268     0.0146  0.1007
     26   0.0545  0.0267     0.0152  0.1011
     27   0.0550  0.0266     0.0158  0.1014
     28   0.0558  0.0265     0.0165  0.1021
     29   0.0563  0.0264     0.0171  0.1024
     30   0.0572  0.0264     0.0180  0.1031
     31   0.0577  0.0263     0.0187  0.1035
     32   0.0580  0.0263     0.0192  0.1037
     33   0.0588  0.0263     0.0202  0.1045
     34   0.0592  0.0262     0.0208  0.1048
     35   0.0597  0.0261     0.0213  0.1053
     36   0.0603  0.0261     0.0217  0.1058
     37   0.0607  0.0261     0.0221  0.1061
     38   0.0609  0.0260     0.0224  0.1063
     39   0.0615  0.0260     0.0230  0.1069
     40   0.0621  0.0260     0.0235  0.1074
     41   0.0625  0.0259     0.0239  0.1078

