Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.1050  1.4564    -4.1691 -0.1027
      1  -1.4635  1.3161    -4.1432 -0.8063
      2  -1.7778  1.3411    -4.9649 -1.1722
      3  -2.0725  1.4887    -6.1183 -1.3737
      4  -3.1423  2.1560    -8.2839 -1.3557
      5  -4.5696  2.4189    -8.9100 -1.1007
      6  -4.5345  2.3288    -8.8724 -1.4748
      7  -3.7049  1.8646    -7.9893 -1.5438
      8  -3.5754  1.6761    -7.4228 -1.7171
      9  -4.5642  1.8495    -8.3919 -1.9203
     10  -4.5477  1.7161    -8.1936 -2.2424
     11  -3.9408  1.3775    -6.6223 -2.1487
     12  -4.4539  1.3711    -7.2597 -2.6329
     13  -4.4372  1.2357    -6.8096 -2.8330
     14  -4.0855  1.0299    -5.7068 -2.7021
     15  -4.0689  0.9343    -5.5516 -2.7676
     16  -4.3506  0.8653    -5.7667 -3.2479
     17  -4.1300  0.7553    -5.3087 -3.1250
     18  -3.9779  0.6940    -5.0423 -3.0095
     19  -4.1396  0.6212    -5.1482 -3.3276

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0949  0.0623     0.0001  0.1891
      1   0.0950  0.0625     0.0001  0.1892
      2   0.0912  0.0635     0.0001  0.1887
      3   0.0797  0.0639     0.0000  0.1862
      4   0.0177  0.0223     0.0000  0.0603
      5   0.0045  0.0047     0.0000  0.0103
      6   0.0058  0.0047     0.0000  0.0115
      7   0.0066  0.0051     0.0000  0.0129
      8   0.0075  0.0047     0.0000  0.0132
      9   0.0058  0.0035     0.0000  0.0070
     10   0.0065  0.0030     0.0000  0.0076
     11   0.0068  0.0031     0.0000  0.0094
     12   0.0066  0.0030     0.0000  0.0083
     13   0.0070  0.0026     0.0001  0.0087
     14   0.0072  0.0027     0.0001  0.0097
     15   0.0074  0.0024     0.0002  0.0099
     16   0.0075  0.0025     0.0003  0.0105
     17   0.0077  0.0027     0.0003  0.0111
     18   0.0078  0.0028     0.0004  0.0115
     19   0.0081  0.0030     0.0004  0.0121

