Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.4945  1.5925    -4.9234 -0.2670
      1  -1.1952  1.0673    -2.3648 -0.1312
      2  -0.6772  0.9185    -1.4444 -0.0779
      3  -1.0619  0.8901    -1.6865 -0.6350
      4  -0.9042  0.8646    -1.3068 -0.5564
      5  -0.8537  0.6426    -1.2664 -0.5862
      6  -1.4405  1.5185    -5.4188 -0.6053
      7  -2.6523  2.3759    -8.2651 -0.5989
      8  -2.1770  2.0129    -7.5367 -0.6169
      9  -1.8384  1.6270    -6.1307 -0.6298
     10  -1.6272  1.2887    -4.0092 -0.6380
     11  -1.5058  1.0286    -3.0244 -0.6428
     12  -1.9982  1.2834    -4.4283 -0.8628
     13  -1.7555  1.0787    -3.2463 -0.8196
     14  -2.2558  1.3648    -5.2081 -1.0750
     15  -2.1233  1.1064    -3.8634 -1.0951
     16  -2.0485  0.9228    -3.4823 -1.1062
     17  -1.8685  0.7984    -3.0113 -1.0436
     18  -2.1482  0.8698    -3.3824 -1.3136
     19  -2.0009  0.7687    -3.0412 -1.2252

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0999  0.0596     0.0038  0.1896
      1   0.1004  0.0596     0.0037  0.1897
      2   0.1012  0.0591     0.0053  0.1898
      3   0.0980  0.0599     0.0030  0.1892
      4   0.0980  0.0593     0.0037  0.1890
      5   0.1017  0.0575     0.0092  0.1894
      6   0.0364  0.0353     0.0000  0.1062
      7   0.0078  0.0089     0.0000  0.0220
      8   0.0097  0.0090     0.0000  0.0240
      9   0.0111  0.0088     0.0000  0.0251
     10   0.0120  0.0086     0.0001  0.0256
     11   0.0125  0.0084     0.0002  0.0259
     12   0.0086  0.0049     0.0001  0.0147
     13   0.0094  0.0052     0.0001  0.0167
     14   0.0072  0.0037     0.0000  0.0118
     15   0.0076  0.0034     0.0001  0.0119
     16   0.0079  0.0032     0.0002  0.0120
     17   0.0082  0.0034     0.0003  0.0126
     18   0.0077  0.0029     0.0002  0.0114
     19   0.0079  0.0031     0.0003  0.0120

