Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.5999  1.6435    -9.2027 -4.2993
      1  -5.3383  0.9762    -6.7834 -4.1582
      2  -4.6850  0.6863    -5.5247 -4.0212
      3  -4.2876  0.6148    -4.9300 -3.8625
      4  -4.1103  0.5957    -4.6319 -3.6774
      5  -4.2239  0.4385    -4.6573 -4.0642
      6  -4.1984  0.3377    -4.4745 -4.0757
      7  -3.8578  1.8608    -8.1178 -0.9248
      8  -3.7142  1.5667    -7.2917 -1.1789
      9  -3.6144  1.3110    -5.7692 -1.4387
     10  -3.1494  1.7589    -7.2819 -0.6456
     11  -2.9784  1.5066    -5.7649 -0.6863
     12  -2.8727  1.3157    -4.6170 -0.7151
     13  -2.2564  1.5311    -4.8692 -0.3198
     14  -1.7507  1.5957    -5.0879 -0.1784
     15  -1.5886  1.3434    -3.6791 -0.1724
     16  -1.1938  1.2605    -3.1226 -0.1134
     17  -0.9117  1.1520    -2.5194 -0.0827
     18  -0.8258  0.9394    -2.2389 -0.0812
     19  -0.6371  0.8252    -1.8004 -0.0646

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1008  0.0592     0.0047  0.1897
      1   0.1004  0.0593     0.0044  0.1896
      2   0.1004  0.0591     0.0046  0.1896
      3   0.0979  0.0595     0.0034  0.1889
      4   0.0980  0.0596     0.0034  0.1890
      5   0.1080  0.0571     0.0091  0.1907
      6   0.1161  0.0544     0.0171  0.1918
      7   0.0073  0.0080     0.0000  0.0198
      8   0.0090  0.0080     0.0000  0.0208
      9   0.0102  0.0078     0.0000  0.0221
     10   0.0060  0.0041     0.0000  0.0107
     11   0.0068  0.0037     0.0000  0.0112
     12   0.0073  0.0034     0.0001  0.0115
     13   0.0064  0.0025     0.0000  0.0068
     14   0.0062  0.0024     0.0000  0.0067
     15   0.0066  0.0019     0.0001  0.0067
     16   0.0066  0.0018     0.0001  0.0067
     17   0.0067  0.0017     0.0001  0.0067
     18   0.0069  0.0013     0.0003  0.0067
     19   0.0069  0.0012     0.0003  0.0067

