trialNum matrixIndex leftValue leftTime rightValue rightTime choice
trialNum matrixIndex leftValue leftTime rightValue rightTime choice
trialNum matrixIndex leftValue leftTime rightValue rightTime choice
trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  240 140.00  0.00 800.00  6.44  1
  1  790 440.00  0.00 800.00 260.00  1
  0 1242 700.00  0.00 800.00  0.43  1
  2 1097 610.00  0.00 800.00 520.00  0
  1  827 460.00  0.00 800.00 520.00  1
  3  935 520.00  0.00 800.00 520.00  0
  4  827 460.00  0.00 800.00 520.00  1
  2  935 520.00  0.00 800.00 520.00  0
  5  827 460.00  0.00 800.00 520.00  1
  3  935 540.00  0.00 800.00 260.00  0
  4 1115 620.00  0.00 800.00 520.00  0
  6  791 440.00  0.00 800.00 520.00  0
  5  575 320.00  0.00 800.00 260.00  0
  7    5  20.00  0.00 800.00  6.44  1
  6    2  10.00  0.00 800.00  0.71  0
  8    9  30.00  0.00 800.00 17.20  1
  7    7  10.00  0.00 800.00  6.44  0
  9  718 410.00  0.00 800.00 520.00  1
 10  736 410.00  0.00 800.00 260.00  1
  8   13  10.00  0.00 800.00 52.00  1
 11   14  10.00  0.00 800.00 156.00  0
 12  718 400.00  0.00 800.00 260.00  1
 13  736 410.00  0.00 800.00 260.00  1
  9  718 400.00  0.00 800.00 260.00  0
 14  718 400.00  0.00 800.00 260.00  0
 15  736 410.00  0.00 800.00 260.00  1
 10  718 400.00  0.00 800.00 260.00  0
 16  736 410.00  0.00 800.00 260.00  1
 11  736 410.00  0.00 800.00 260.00  1
 17  736 410.00  0.00 800.00 260.00  0
 18  718 400.00  0.00 800.00 260.00  1
 12  718 400.00  0.00 800.00 260.00  1
 19  718 400.00  0.00 800.00 260.00  1
 13  718 400.00  0.00 800.00 260.00  0
 20  718 400.00  0.00 800.00 260.00  1
 21  718 400.00  0.00 800.00 260.00  1
 14  718 400.00  0.00 800.00 260.00  1
 22  718 400.00  0.00 800.00 260.00  0
 15  718 390.00  0.00 800.00 520.00  0
 16   14  10.00  0.00 800.00 104.00  1
 23  718 400.00  0.00 800.00 260.00  0
 17  736 430.00  0.00 800.00 520.00  0
 24  718 400.00  0.00 800.00 260.00  1
 18  718 400.00  0.00 800.00 260.00  0
 25  718 400.00  0.00 800.00 260.00  0
 19  736 410.00  0.00 800.00 156.00  0
 20  718 400.00  0.00 800.00 260.00  0
 26  718 400.00  0.00 800.00 260.00  0
 21  736 420.00  0.00 800.00 156.00  1
 22  736 410.00  0.00 800.00 260.00  0
 27  736 430.00  0.00 800.00 520.00  0
 28  736 410.00  0.00 800.00 156.00  1
 23  736 390.00  0.00 800.00 156.00  1
 29  736 410.00  0.00 800.00 156.00  0
 30  718 400.00  0.00 800.00 260.00  1
 24  736 430.00  0.00 800.00 520.00  1
 25  718 400.00  0.00 800.00 260.00  0
 31  718 390.00  0.00 800.00 156.00  0
 32  736 390.00  0.00 800.00 520.00  1
 26  718 380.00  0.00 800.00 520.00  1
 33  718 380.00  0.00 800.00 156.00  1
 27  736 390.00  0.00 800.00 520.00  0
 34  718 390.00  0.00 800.00 156.00  0
 28  736 400.00  0.00 800.00 156.00  0
 35  736 430.00  0.00 800.00 520.00  0
 29  736 410.00  0.00 800.00 520.00  0
 30  718 400.00  0.00 800.00 260.00  0
 36  736 390.00  0.00 800.00 520.00  1
 31  718 410.00  0.00 800.00 156.00  1
 37  736 390.00  0.00 800.00 520.00  0
 38  736 400.00  0.00 800.00 520.00  1
 39  736 410.00  0.00 800.00 260.00  1
 32  736 400.00  0.00 800.00 520.00  0
 33  736 430.00  0.00 800.00 156.00  1
 40  736 430.00  0.00 800.00 520.00  1
 41  736 410.00  0.00 800.00 260.00  1
 34  736 410.00  0.00 800.00 520.00  0
 35  736 390.00  0.00 800.00 156.00  1
 36  718 410.00  0.00 800.00 156.00  1
 37  718 420.00  0.00 800.00 520.00  0
 38  736 400.00  0.00 800.00 156.00  1
 39  736 410.00  0.00 800.00 260.00  0
 40  736 410.00  0.00 800.00 520.00  0
 41  736 410.00  0.00 800.00 260.00  0
