Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2141  1.3686    -3.4051 -0.1204
      1  -1.7157  1.2235    -3.8625 -1.0653
      2  -1.4368  1.1802    -3.0900 -0.9001
      3  -1.5874  1.1589    -3.3203 -1.1596
      4  -2.3110  1.8924    -7.5071 -1.1527
      5  -1.9608  1.4820    -5.9935 -1.2179
      6  -1.9806  1.3561    -5.4000 -1.3735
      7  -1.7988  1.0852    -3.0336 -1.3778
      8  -1.7497  0.8790    -2.2714 -1.5189
      9  -1.6677  0.6732    -1.9876 -1.5232
     10  -1.6420  0.5118    -1.9300 -1.5928
     11  -1.6292  0.4014    -1.9068 -1.5981
     12  -1.6171  0.3005    -1.8771 -1.5996
     13  -1.6003  0.2206    -1.8426 -1.5994
     14  -1.5967  0.1637    -1.8420 -1.6000
     15  -1.5928  0.1166    -1.8406 -1.6000
     16  -1.5918  0.0872    -1.8404 -1.6003
     17  -1.5913  0.0670    -1.8402 -1.6004
     18  -1.5899  0.0491    -1.8393 -1.6004
     19  -1.5882  0.0343    -1.8378 -1.6003

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0964  0.0617     0.0001  0.1894
      1   0.0959  0.0623     0.0001  0.1894
      2   0.0966  0.0617     0.0001  0.1894
      3   0.0974  0.0615     0.0001  0.1895
      4   0.0380  0.0399     0.0000  0.1164
      5   0.0448  0.0401     0.0000  0.1224
      6   0.0496  0.0428     0.0000  0.1332
      7   0.0584  0.0434     0.0001  0.1410
      8   0.0659  0.0441     0.0008  0.1484
      9   0.0730  0.0434     0.0078  0.1531
     10   0.0779  0.0427     0.0139  0.1563
     11   0.0833  0.0426     0.0181  0.1606
     12   0.0862  0.0419     0.0221  0.1623
     13   0.0909  0.0409     0.0285  0.1649
     14   0.0930  0.0403     0.0313  0.1660
     15   0.0938  0.0399     0.0333  0.1663
     16   0.0950  0.0395     0.0352  0.1669
     17   0.0965  0.0392     0.0369  0.1677
     18   0.0971  0.0389     0.0382  0.1680
     19   0.0999  0.0385     0.0416  0.1698

