Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.7840  1.3097    -4.8325 -6.2819
      1  -8.3473  1.1553    -2.8112 -7.5191
      2  -7.9726  1.1206    -9.0135 -7.1040
      3  -7.7204  1.1376    -8.5992 -6.4871
      4  -6.5790  2.1972    -8.9065 -1.4085
      5  -6.9794  1.8284    -8.8938 -2.3393
      6  -5.6356  2.3253    -8.7952 -0.9240
      7  -5.9981  2.0533    -8.7095 -1.3669
      8  -6.2927  1.7483    -8.6314 -2.2081
      9  -6.4950  1.4702    -8.5728 -3.6364
     10  -5.8193  1.5667    -8.0068 -2.3690
     11  -5.9492  1.3277    -7.8194 -3.5645
     12  -6.0259  1.1558    -7.7171 -4.2854
     13  -5.4865  1.2426    -7.2250 -3.3218
     14  -4.6606  2.6139    -8.9359 -0.5431
     15  -4.6029  2.6871    -8.9751 -0.5077
     16  -4.6433  2.6867    -8.9846 -0.5180
     17  -4.6829  2.6831    -8.9924 -0.5298
     18  -4.7195  2.6764    -8.9981 -0.5431
     19  -4.6818  2.6856    -8.9936 -0.5281

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0993  0.0606     0.0001  0.1897
      1   0.1028  0.0593     0.0001  0.1901
      2   0.0992  0.0604     0.0001  0.1896
      3   0.0972  0.0614     0.0001  0.1894
      4   0.0188  0.0229     0.0000  0.0618
      5   0.0225  0.0234     0.0000  0.0659
      6   0.0049  0.0063     0.0000  0.0137
      7   0.0066  0.0065     0.0000  0.0158
      8   0.0079  0.0063     0.0000  0.0171
      9   0.0088  0.0061     0.0000  0.0178
     10   0.0065  0.0042     0.0000  0.0115
     11   0.0072  0.0038     0.0000  0.0118
     12   0.0076  0.0035     0.0001  0.0120
     13   0.0067  0.0027     0.0001  0.0070
     14   0.0006  0.0018     0.0000  0.0025
     15   0.0001  0.0002     0.0000  0.0001
     16   0.0001  0.0002     0.0000  0.0001
     17   0.0001  0.0003     0.0000  0.0001
     18   0.0001  0.0004     0.0000  0.0001
     19   0.0001  0.0000     0.0000  0.0001

