Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.7328  1.2934    -6.7278 -2.4372
      1  -3.0014  0.8487    -3.8842 -2.3741
      2  -3.4061  0.8031    -4.2682 -2.9600
      3  -3.2362  0.7727    -3.7980 -2.8734
      4  -3.4836  1.6081    -7.9110 -2.4374
      5  -3.1921  1.2728    -6.7094 -2.4276
      6  -3.2438  1.5690    -7.6514 -2.3605
      7  -2.9711  1.2283    -6.2170 -2.3556
      8  -2.8081  0.9341    -3.9371 -2.3531
      9  -2.7033  0.7300    -3.3534 -2.3497
     10  -2.8550  0.8210    -3.6139 -2.3896
     11  -2.8564  0.6900    -3.4762 -2.4409
     12  -2.7897  0.8393    -3.5556 -2.3723
     13  -2.9450  1.3237    -6.6346 -2.3390
     14  -2.7547  1.0102    -4.4144 -2.3369
     15  -2.6468  0.7590    -3.3526 -2.3358
     16  -2.5792  0.5953    -3.1519 -2.3339
     17  -2.5346  0.4706    -3.0921 -2.3325
     18  -2.5042  0.3776    -3.0529 -2.3312
     19  -2.4825  0.3085    -3.0139 -2.3301
     20  -2.4504  0.4684    -2.9470 -2.3231
     21  -2.4242  0.3668    -2.8673 -2.3225
     22  -2.4066  0.2919    -2.8453 -2.3220
     23  -2.3937  0.2379    -2.8347 -2.3215
     24  -2.3838  0.1991    -2.8251 -2.3211
     25  -2.3764  0.1710    -2.8171 -2.3207
     26  -2.3722  0.1518    -2.8122 -2.3205
     27  -2.3651  0.1372    -2.8028 -2.3201
     28  -2.3609  0.1272    -2.7965 -2.3198
     29  -2.3397  0.1404    -2.7498 -2.3183
     30  -2.3359  0.1201    -2.7386 -2.3181
     31  -2.3330  0.1058    -2.7281 -2.3180
     32  -2.3305  0.0956    -2.7168 -2.3179
     33  -2.3289  0.0888    -2.7083 -2.3178
     34  -2.3263  0.0825    -2.6920 -2.3177
     35  -2.3269  0.0820    -2.6966 -2.3177
     36  -2.3197  0.0782    -2.6241 -2.3173
     37  -2.3181  0.0710    -2.6016 -2.3172
     38  -2.3164  0.0650    -2.5785 -2.3171
     39  -2.3152  0.0608    -2.5774 -2.3170
     40  -2.3145  0.0581    -2.5767 -2.3170
     41  -2.3131  0.0543    -2.5753 -2.3169

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0947  0.0613     0.0008  0.1889
      1   0.1001  0.0598     0.0019  0.1897
      2   0.0969  0.0607     0.0001  0.1892
      3   0.0973  0.0605     0.0001  0.1892
      4   0.0262  0.0290     0.0000  0.0816
      5   0.0295  0.0291     0.0000  0.0854
      6   0.0170  0.0156     0.0000  0.0438
      7   0.0189  0.0154     0.0000  0.0453
      8   0.0201  0.0151     0.0001  0.0461
      9   0.0220  0.0153     0.0006  0.0479
     10   0.0205  0.0150     0.0001  0.0464
     11   0.0230  0.0159     0.0007  0.0502
     12   0.0179  0.0120     0.0001  0.0377
     13   0.0105  0.0072     0.0000  0.0203
     14   0.0113  0.0069     0.0001  0.0206
     15   0.0117  0.0067     0.0003  0.0207
     16   0.0125  0.0067     0.0005  0.0217
     17   0.0132  0.0068     0.0008  0.0228
     18   0.0138  0.0069     0.0010  0.0238
     19   0.0145  0.0069     0.0012  0.0246
     20   0.0106  0.0048     0.0006  0.0170
     21   0.0111  0.0049     0.0007  0.0175
     22   0.0115  0.0049     0.0008  0.0180
     23   0.0119  0.0050     0.0009  0.0184
     24   0.0123  0.0050     0.0010  0.0188
     25   0.0127  0.0050     0.0011  0.0191
     26   0.0131  0.0050     0.0012  0.0193
     27   0.0135  0.0050     0.0014  0.0196
     28   0.0139  0.0050     0.0016  0.0198
     29   0.0106  0.0040     0.0008  0.0137
     30   0.0109  0.0040     0.0008  0.0138
     31   0.0112  0.0041     0.0009  0.0140
     32   0.0115  0.0041     0.0010  0.0147
     33   0.0118  0.0040     0.0010  0.0151
     34   0.0121  0.0040     0.0012  0.0158
     35   0.0124  0.0040     0.0013  0.0162
     36   0.0099  0.0036     0.0007  0.0132
     37   0.0102  0.0036     0.0007  0.0133
     38   0.0105  0.0037     0.0008  0.0134
     39   0.0108  0.0037     0.0008  0.0135
     40   0.0110  0.0037     0.0009  0.0135
     41   0.0113  0.0037     0.0010  0.0136

