trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1269 710.00  0.00 800.00 12.90  0
  1  571 320.00  0.00 800.00 52.00  0
  2  677 380.00  0.00 800.00 21.50  1
  3  714 400.00  0.00 800.00 26.00  0
  4  677 390.00  0.00 800.00 17.20  0
  5 1419 790.00  0.00 800.00 156.00  0
  6  729 410.00  0.00 800.00 12.90  0
  7 1420 790.00  0.00 800.00 260.00  0
  8 1420 770.00  0.00 800.00 156.00  0
  9  821 460.00  0.00 800.00 21.50  0
 10  783 440.00  0.00 800.00 12.90  1
 11  639 360.00  0.00 800.00 12.90  1
 12  711 400.00  0.00 800.00 12.90  0
 13  531 300.00  0.00 800.00 12.90  0
 14 1421 790.00  0.00 800.00 520.00  0
 15 1421 780.00  0.00 800.00 260.00  0
 16  964 540.00  0.00 800.00 17.20  0
 17  928 520.00  0.00 800.00 17.20  0
 18  999 560.00  0.00 800.00 12.90  0
 19  874 490.00  0.00 800.00 17.20  0
 20  423 240.00  0.00 800.00 12.90  0
 21 1053 590.00  0.00 800.00 12.90  0
 22 1035 580.00  0.00 800.00 12.90  0
 23  999 560.00  0.00 800.00 12.90  0
 24  999 580.00  0.00 800.00 10.80  0
 25  981 550.00  0.00 800.00 12.90  0
 26  981 540.00  0.00 800.00 17.20  0
 27  981 540.00  0.00 800.00 10.80  0
 28  963 540.00  0.00 800.00 12.90  0
 29  368 210.00  0.00 800.00 10.80  0
 30 1017 570.00  0.00 800.00 12.90  0
 31 1088 610.00  0.00 800.00 10.80  0
 32 1070 600.00  0.00 800.00 10.80  0
 33 1070 600.00  0.00 800.00 12.90  0
 34 1070 600.00  0.00 800.00  8.60  0
 35  296 170.00  0.00 800.00 10.80  1
 36  296 160.00  0.00 800.00 12.90  0
 37 1017 570.00  0.00 800.00 12.90  0
 38 1017 570.00  0.00 800.00 10.80  0
 39 1088 610.00  0.00 800.00 10.80  0
 40 1017 570.00  0.00 800.00 17.20  0
 41 1088 600.00  0.00 800.00  8.60  0
