Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.6130  1.2925    -3.1616 -0.1713
      1  -2.3624  0.9754    -3.3934 -1.6078
      2  -2.7658  0.8767    -3.7048 -2.2983
      3  -2.9003  0.7931    -3.7484 -2.5732
      4  -3.0901  0.8491    -4.2898 -2.7666
      5  -3.6722  1.3972    -7.3100 -2.8085
      6  -3.3000  0.9475    -4.7531 -2.8556
      7  -3.3752  0.8764    -4.6680 -2.9535
      8  -3.7441  1.1984    -6.5726 -2.9787
      9  -3.5471  0.9039    -4.8314 -3.0507
     10  -3.4451  0.7009    -4.1682 -3.0919
     11  -3.7037  1.0023    -5.3654 -3.0987
     12  -3.6454  0.7710    -4.5838 -3.1860
     13  -3.5740  0.6092    -4.2271 -3.1954
     14  -3.5211  0.4921    -4.1049 -3.1966
     15  -3.5032  0.3899    -4.0448 -3.2029
     16  -3.5375  0.3343    -4.0630 -3.2665
     17  -3.6245  0.3492    -4.1541 -3.4278
     18  -3.5992  0.2896    -4.0909 -3.4241
     19  -3.6506  0.2690    -4.1318 -3.4539

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0992  0.0604     0.0002  0.1896
      1   0.0989  0.0607     0.0001  0.1897
      2   0.0987  0.0611     0.0001  0.1898
      3   0.1011  0.0605     0.0016  0.1902
      4   0.0974  0.0625     0.0008  0.1902
      5   0.0343  0.0350     0.0000  0.1036
      6   0.0438  0.0367     0.0001  0.1143
      7   0.0445  0.0367     0.0001  0.1153
      8   0.0205  0.0173     0.0000  0.0508
      9   0.0241  0.0176     0.0001  0.0541
     10   0.0270  0.0176     0.0003  0.0568
     11   0.0168  0.0115     0.0000  0.0343
     12   0.0177  0.0111     0.0001  0.0347
     13   0.0194  0.0111     0.0007  0.0366
     14   0.0209  0.0111     0.0016  0.0383
     15   0.0215  0.0109     0.0024  0.0387
     16   0.0228  0.0112     0.0033  0.0402
     17   0.0216  0.0106     0.0028  0.0382
     18   0.0228  0.0106     0.0039  0.0393
     19   0.0235  0.0110     0.0044  0.0405

