trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 4
6.0, 200, 0.0, 800, 4
7.0, 300, 0.0, 800, 4
8.0, 250, 0.0, 800, 4
9.0, 275, 0.0, 800, 4
10.0, 262, 0.0, 800, 4
11.0, 800, 1.0, 400, 0
12.0, 800, 1.0, 600, 0
13.0, 800, 1.0, 500, 0
14.0, 800, 1.0, 450, 0
15.0, 800, 1.0, 475, 0
16.0, 800, 1.0, 487, 0
17.0, 400, 0.0, 800, 52
18.0, 200, 0.0, 800, 52
19.0, 100, 0.0, 800, 52
20.0, 50, 0.0, 800, 52
21.0, 25, 0.0, 800, 52
22.0, 37, 0.0, 800, 52
23.0, 400, 0.0, 800, 2
24.0, 600, 0.0, 800, 2
25.0, 500, 0.0, 800, 2
26.0, 450, 0.0, 800, 2
27.0, 475, 0.0, 800, 2
28.0, 462, 0.0, 800, 2
29.0, 800, 520.0, 400, 0
30.0, 800, 520.0, 200, 0
31.0, 800, 520.0, 100, 0
32.0, 800, 520.0, 50, 0
33.0, 800, 520.0, 75, 0
34.0, 800, 520.0, 87, 0
35.0, 400, 0.0, 800, 156
36.0, 200, 0.0, 800, 156
37.0, 300, 0.0, 800, 156
38.0, 250, 0.0, 800, 156
39.0, 225, 0.0, 800, 156
40.0, 212, 0.0, 800, 156
41.0, 800, 26.0, 400, 0
42.0, 800, 26.0, 200, 0
43.0, 800, 26.0, 100, 0
44.0, 800, 26.0, 50, 0
45.0, 800, 26.0, 75, 0
46.0, 800, 26.0, 87, 0
