Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.2494  1.5169    -7.5058 -2.3593
      1  -2.8137  1.2250    -6.0529 -2.3336
      2  -2.6786  1.2181    -5.8653 -2.3197
      3  -2.5156  0.9539    -3.4528 -2.3177
      4  -2.4155  0.7067    -2.5767 -2.3170
      5  -2.3602  0.5045    -2.5717 -2.3167
      6  -2.3322  0.3649    -2.5681 -2.3166
      7  -2.3178  0.2633    -2.5665 -2.3165
      8  -2.4138  0.7074    -2.5752 -2.3169
      9  -2.3605  0.5131    -2.5703 -2.3167
     10  -2.3329  0.3727    -2.5678 -2.3165
     11  -2.3186  0.2711    -2.5665 -2.3165
     12  -2.3112  0.1995    -2.5658 -2.3164
     13  -2.3072  0.1461    -2.5655 -2.3164
     14  -2.3051  0.1073    -2.5653 -2.3164
     15  -2.3039  0.0786    -2.5652 -2.3164
     16  -2.3085  0.1655    -2.5656 -2.3164
     17  -2.3341  0.3809    -2.5676 -2.3165
     18  -2.5057  0.9517    -3.3949 -2.3173
     19  -2.4069  0.6878    -2.5737 -2.3169
     20  -2.3554  0.4908    -2.5696 -2.3166
     21  -2.3297  0.3521    -2.5674 -2.3165
     22  -2.3169  0.2561    -2.5663 -2.3165
     23  -2.3102  0.1866    -2.5658 -2.3164
     24  -2.3067  0.1368    -2.5655 -2.3164
     25  -2.3048  0.0996    -2.5653 -2.3164
     26  -2.3038  0.0729    -2.5652 -2.3164
     27  -2.3032  0.0532    -2.5651 -2.3164
     28  -2.3069  0.1404    -2.5655 -2.3164
     29  -2.3049  0.1021    -2.5653 -2.3164
     30  -2.3038  0.0745    -2.5652 -2.3164
     31  -2.3098  0.1810    -2.5657 -2.3164
     32  -2.3064  0.1314    -2.5654 -2.3164
     33  -2.3046  0.0956    -2.5653 -2.3164
     34  -2.3146  0.2331    -2.5661 -2.3165
     35  -2.3089  0.1686    -2.5657 -2.3164
     36  -2.3060  0.1229    -2.5654 -2.3164
     37  -2.3044  0.0900    -2.5653 -2.3164
     38  -2.3036  0.0661    -2.5652 -2.3164
     39  -2.3031  0.0483    -2.5651 -2.3164
     40  -2.3029  0.0352    -2.5651 -2.3164
     41  -2.3027  0.0257    -2.5651 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0854  0.0643     0.0000  0.1876
      1   0.0952  0.0626     0.0000  0.1892
      2   0.0968  0.0618     0.0000  0.1893
      3   0.1090  0.0583     0.0001  0.1911
      4   0.1166  0.0543     0.0161  0.1918
      5   0.1195  0.0520     0.0271  0.1921
      6   0.1239  0.0496     0.0355  0.1925
      7   0.1276  0.0475     0.0422  0.1929
      8   0.0782  0.0427     0.0120  0.1561
      9   0.0814  0.0415     0.0199  0.1576
     10   0.0846  0.0406     0.0245  0.1594
     11   0.0876  0.0400     0.0285  0.1613
     12   0.0907  0.0396     0.0316  0.1635
     13   0.0939  0.0394     0.0349  0.1657
     14   0.0968  0.0391     0.0374  0.1679
     15   0.0997  0.0388     0.0403  0.1699
     16   0.0745  0.0300     0.0291  0.1266
     17   0.0539  0.0221     0.0182  0.0896
     18   0.0353  0.0176     0.0001  0.0615
     19   0.0364  0.0167     0.0070  0.0617
     20   0.0373  0.0161     0.0094  0.0620
     21   0.0382  0.0156     0.0115  0.0624
     22   0.0393  0.0153     0.0138  0.0633
     23   0.0403  0.0152     0.0148  0.0643
     24   0.0414  0.0150     0.0157  0.0652
     25   0.0423  0.0149     0.0167  0.0660
     26   0.0432  0.0148     0.0177  0.0667
     27   0.0442  0.0148     0.0189  0.0674
     28   0.0340  0.0116     0.0137  0.0515
     29   0.0347  0.0115     0.0143  0.0520
     30   0.0354  0.0114     0.0149  0.0526
     31   0.0281  0.0094     0.0097  0.0410
     32   0.0286  0.0093     0.0105  0.0413
     33   0.0292  0.0092     0.0113  0.0416
     34   0.0233  0.0077     0.0078  0.0336
     35   0.0237  0.0076     0.0082  0.0338
     36   0.0241  0.0075     0.0086  0.0339
     37   0.0246  0.0074     0.0089  0.0342
     38   0.0250  0.0074     0.0093  0.0343
     39   0.0254  0.0073     0.0098  0.0345
     40   0.0258  0.0073     0.0103  0.0350
     41   0.0262  0.0073     0.0108  0.0356

