trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1127 630.00  0.00 800.00 21.50  0
  1  745 420.00  0.00 800.00  8.60  0
  2  742 420.00  0.00 800.00  3.00  0
  3  687 390.00  0.00 800.00  2.00  0
  4  758 430.00  0.00 800.00  1.00  0
  5  776 440.00  0.00 800.00  1.00  0
  6  776 420.00  0.00 800.00  0.71  0
  7 1412 790.00  0.00 800.00 10.80  0
  8 1414 790.00  0.00 800.00 17.20  0
  9  938 530.00  0.00 800.00  1.00  1
 10 1417 790.00  0.00 800.00 52.00  0
 11 1417 790.00  0.00 800.00 104.00  0
 12 1417 780.00  0.00 800.00 104.00  0
 13 1418 790.00  0.00 800.00 104.00  0
 14  831 470.00  0.00 800.00  2.00  0
 15  795 450.00  0.00 800.00  2.00  0
 16  795 450.00  0.00 800.00  1.00  0
 17 1010 570.00  0.00 800.00  1.00  0
 18  992 560.00  0.00 800.00  1.00  0
 19  992 570.00  0.00 800.00  0.71  1
 20 1064 600.00  0.00 800.00  1.00  0
 21 1046 590.00  0.00 800.00  1.00  0
 22 1028 580.00  0.00 800.00  1.00  0
 23 1028 600.00  0.00 800.00  0.71  1
 24  416 240.00  0.00 800.00  1.00  1
 25  416 220.00  0.00 800.00  0.71  1
 26 1082 610.00  0.00 800.00  1.00  0
 27  452 260.00  0.00 800.00  1.00  1
 28 1046 590.00  0.00 800.00  1.00  0
 29 1046 580.00  0.00 800.00  0.71  1
 30  452 260.00  0.00 800.00  1.00  1
 31  470 270.00  0.00 800.00  1.00  1
 32  488 280.00  0.00 800.00  1.00  1
 33  524 300.00  0.00 800.00  1.00  1
 34  542 310.00  0.00 800.00  1.00  1
 35  578 330.00  0.00 800.00  1.00  1
 36  632 360.00  0.00 800.00  1.00  1
 37  650 370.00  0.00 800.00  1.00  1
 38  650 390.00  0.00 800.00  2.00  0
 39  650 370.00  0.00 800.00  2.00  1
 40  686 390.00  0.00 800.00  1.00  1
 41  668 380.00  0.00 800.00  1.00  1
