trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  534 300.00  0.00 800.00 26.00  0
  1  728 410.00  0.00 800.00 10.80  0
  2  693 390.00  0.00 800.00 12.90  0
  3  764 430.00  0.00 800.00 10.80  0
  4  711 400.00  0.00 800.00 12.90  0
  5  693 390.00  0.00 800.00 12.90  0
  6  283 160.00  0.00 800.00 52.00  1
  7  967 540.00  0.00 800.00 52.00  0
  8  819 460.00  0.00 800.00 12.90  0
  9  800 450.00  0.00 800.00 10.80  0
 10  711 400.00  0.00 800.00 12.90  0
 11  693 390.00  0.00 800.00 12.90  0
 12  693 370.00  0.00 800.00 10.80  1
 13  746 420.00  0.00 800.00 10.80  0
 14  746 410.00  0.00 800.00 12.90  0
 15  924 520.00  0.00 800.00  6.44  0
 16  675 380.00  0.00 800.00 12.90  1
 17  212 120.00  0.00 800.00 104.00  0
 18  764 430.00  0.00 800.00 10.80  1
 19  800 450.00  0.00 800.00 10.80  0
 20  747 420.00  0.00 800.00 12.90  0
 21  782 440.00  0.00 800.00 10.80  0
 22  782 430.00  0.00 800.00 12.90  0
 23  498 280.00  0.00 800.00 26.00  0
 24  782 440.00  0.00 800.00  8.60  1
 25  782 430.00  0.00 800.00  8.60  0
 26  782 430.00  0.00 800.00 12.90  0
 27  782 430.00  0.00 800.00  8.60  0
 28  782 440.00  0.00 800.00  8.60  0
 29 1281 720.00  0.00 800.00  2.00  1
 30  747 420.00  0.00 800.00 12.90  1
 31  427 240.00  0.00 800.00 52.00  1
 32 1418 790.00  0.00 800.00 104.00  0
 33 1418 790.00  0.00 800.00 52.00  0
 34  963 540.00  0.00 800.00 12.90  0
 35  962 540.00  0.00 800.00 10.80  1
 36 1420 790.00  0.00 800.00 260.00  0
 37 1420 790.00  0.00 800.00 520.00  0
 38 1053 590.00  0.00 800.00 12.90  0
 39 1034 580.00  0.00 800.00 10.80  0
 40  981 550.00  0.00 800.00 12.90  0
 41 1016 570.00  0.00 800.00 10.80  0
