trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0   93  60.00  0.00 800.00  2.00  1
  1  645 360.00  0.00 800.00 156.00  0
  2  693 390.00  0.00 800.00 12.90  1
  3  661 370.00  0.00 800.00 52.00  1
  4  608 340.00  0.00 800.00 104.00  1
  5  698 390.00  0.00 800.00 104.00  1
  6  681 380.00  0.00 800.00 156.00  1
  7  682 380.00  0.00 800.00 260.00  1
  8  755 420.00  0.00 800.00 520.00  1
  9  917 510.00  0.00 800.00 520.00  1
 10   10  10.00  0.00 800.00 17.20  1
 11  971 540.00  0.00 800.00 520.00  1
 12   11  10.00  0.00 800.00 21.50  1
 13 1025 570.00  0.00 800.00 520.00  1
 14 1007 560.00  0.00 800.00 520.00  1
 15 1043 580.00  0.00 800.00 520.00  1
 16  989 550.00  0.00 800.00 520.00  1
 17 1007 560.00  0.00 800.00 520.00  1
 18  971 540.00  0.00 800.00 520.00  1
 19  953 530.00  0.00 800.00 520.00  1
 20  971 530.00  0.00 800.00 260.00  1
 21  953 510.00  0.00 800.00 260.00  0
 22 1007 560.00  0.00 800.00 520.00  0
 23 1385 770.00  0.00 800.00 520.00  0
 24 1295 720.00  0.00 800.00 520.00  0
 25 1385 780.00  0.00 800.00 260.00  0
 26 1385 760.00  0.00 800.00 260.00  0
 27 1385 770.00  0.00 800.00 260.00  0
 28 1385 760.00  0.00 800.00 260.00  0
 29 1349 750.00  0.00 800.00 520.00  0
 30 1367 760.00  0.00 800.00 520.00  0
 31 1367 760.00  0.00 800.00 260.00  0
 32 1367 740.00  0.00 800.00 260.00  0
 33 1367 750.00  0.00 800.00 260.00  0
 34 1367 780.00  0.00 800.00 260.00  0
 35 1367 770.00  0.00 800.00 260.00  0
 36 1367 770.00  0.00 800.00 260.00  0
 37 1349 750.00  0.00 800.00 520.00  0
 38  755 420.00  0.00 800.00 520.00  0
 39  719 400.00  0.00 800.00 520.00  0
 40  755 430.00  0.00 800.00 260.00  0
 41  845 470.00  0.00 800.00 520.00  0
