Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.0883  2.0017    -6.7359 -0.0585
      1  -1.5309  2.1188    -7.3386 -0.3487
      2  -2.2843  2.4166    -8.1395 -0.5517
      3  -1.7614  1.9908    -7.1914 -0.5528
      4  -2.8467  2.3352    -8.2786 -0.6857
      5  -2.4205  2.0059    -7.5594 -0.7221
      6  -2.1116  1.6657    -6.2574 -0.7477
      7  -3.0789  1.9162    -7.6800 -1.0453
      8  -2.8560  1.6554    -6.6630 -1.1118
      9  -2.4225  1.3755    -5.2299 -1.0617
     10  -2.1374  1.1939    -3.9586 -0.9701
     11  -2.0462  0.9856    -3.4472 -0.9891
     12  -1.8152  0.9032    -2.9930 -0.8608
     13  -1.9547  0.8065    -3.0581 -1.1384
     14  -2.2002  0.8335    -3.3281 -1.4038
     15  -2.0729  0.7229    -3.0267 -1.3627
     16  -2.1484  0.6393    -3.0633 -1.5347
     17  -2.0673  0.5514    -2.8691 -1.4932
     18  -2.1146  0.4853    -2.8835 -1.6197
     19  -2.0532  0.4270    -2.7742 -1.6030

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0848  0.0659     0.0000  0.1879
      1   0.0708  0.0655     0.0000  0.1847
      2   0.0327  0.0437     0.0000  0.1283
      3   0.0396  0.0453     0.0000  0.1364
      4   0.0090  0.0109     0.0000  0.0273
      5   0.0110  0.0112     0.0000  0.0299
      6   0.0125  0.0111     0.0000  0.0315
      7   0.0065  0.0048     0.0000  0.0124
      8   0.0074  0.0045     0.0000  0.0128
      9   0.0081  0.0047     0.0000  0.0135
     10   0.0088  0.0049     0.0001  0.0148
     11   0.0092  0.0047     0.0002  0.0151
     12   0.0096  0.0050     0.0003  0.0165
     13   0.0100  0.0052     0.0004  0.0175
     14   0.0093  0.0047     0.0003  0.0152
     15   0.0099  0.0049     0.0004  0.0167
     16   0.0105  0.0052     0.0005  0.0179
     17   0.0111  0.0054     0.0006  0.0187
     18   0.0117  0.0056     0.0007  0.0194
     19   0.0123  0.0058     0.0008  0.0200

