Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.2226  1.4641    -4.3974 -0.2387
      1  -3.3619  0.8991    -4.5073 -2.4190
      2  -3.8861  0.7085    -4.6902 -3.4263
      3  -4.1548  0.6584    -4.8801 -3.7932
      4  -4.3342  0.6801    -5.2106 -4.0621
      5  -4.7297  1.0930    -7.2410 -4.0902
      6  -5.4550  1.5950    -8.6689 -3.1253
      7  -5.0352  1.1575    -7.1783 -3.8345
      8  -5.4918  1.5166    -8.2104 -2.4605
      9  -5.5734  1.2849    -7.9505 -3.9867
     10  -5.3710  1.0190    -6.9594 -4.3180
     11  -5.7029  1.2711    -7.6951 -3.5832
     12  -5.7713  1.0566    -7.4655 -4.6476
     13  -5.6480  0.8715    -6.9259 -4.7551
     14  -5.5124  0.7706    -6.5876 -4.7178
     15  -5.6694  0.7357    -6.7332 -4.9552
     16  -5.8778  1.0233    -7.2601 -4.8188
     17  -5.9264  0.8401    -7.1410 -5.0989
     18  -5.9528  0.7186    -7.0899 -5.1926
     19  -5.8492  0.6234    -6.8284 -5.1484

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1002  0.0596     0.0034  0.1897
      1   0.0998  0.0598     0.0027  0.1896
      2   0.0997  0.0598     0.0026  0.1896
      3   0.0983  0.0598     0.0026  0.1892
      4   0.0966  0.0606     0.0021  0.1891
      5   0.0472  0.0450     0.0001  0.1398
      6   0.0125  0.0118     0.0000  0.0327
      7   0.0155  0.0129     0.0000  0.0374
      8   0.0083  0.0064     0.0000  0.0174
      9   0.0092  0.0061     0.0000  0.0180
     10   0.0104  0.0064     0.0001  0.0194
     11   0.0078  0.0049     0.0000  0.0134
     12   0.0084  0.0045     0.0001  0.0135
     13   0.0091  0.0047     0.0001  0.0142
     14   0.0096  0.0049     0.0002  0.0156
     15   0.0099  0.0050     0.0002  0.0166
     16   0.0076  0.0037     0.0001  0.0122
     17   0.0079  0.0034     0.0001  0.0123
     18   0.0081  0.0033     0.0003  0.0124
     19   0.0085  0.0035     0.0004  0.0128

