trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 52.0, 400, 0
6.0, 800, 52.0, 200, 0
7.0, 800, 52.0, 300, 0
8.0, 800, 52.0, 250, 0
9.0, 800, 52.0, 275, 0
10.0, 800, 52.0, 262, 0
11.0, 400, 0.0, 800, 26
12.0, 600, 0.0, 800, 26
13.0, 500, 0.0, 800, 26
14.0, 450, 0.0, 800, 26
15.0, 425, 0.0, 800, 26
16.0, 412, 0.0, 800, 26
17.0, 400, 0.0, 800, 156
18.0, 200, 0.0, 800, 156
19.0, 100, 0.0, 800, 156
20.0, 50, 0.0, 800, 156
21.0, 75, 0.0, 800, 156
22.0, 87, 0.0, 800, 156
23.0, 400, 0.0, 800, 2
24.0, 600, 0.0, 800, 2
25.0, 500, 0.0, 800, 2
26.0, 450, 0.0, 800, 2
27.0, 475, 0.0, 800, 2
28.0, 487, 0.0, 800, 2
29.0, 400, 0.0, 800, 520
30.0, 200, 0.0, 800, 520
31.0, 100, 0.0, 800, 520
32.0, 50, 0.0, 800, 520
33.0, 25, 0.0, 800, 520
34.0, 37, 0.0, 800, 520
35.0, 800, 1.0, 400, 0
36.0, 800, 1.0, 600, 0
37.0, 800, 1.0, 500, 0
38.0, 800, 1.0, 550, 0
39.0, 800, 1.0, 575, 0
40.0, 800, 1.0, 587, 0
41.0, 400, 0.0, 800, 4
42.0, 200, 0.0, 800, 4
43.0, 300, 0.0, 800, 4
44.0, 350, 0.0, 800, 4
45.0, 375, 0.0, 800, 4
46.0, 387, 0.0, 800, 4
