Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.5440  2.5479    -7.9191 -0.0405
      1  -1.9744  2.6427    -8.1938 -0.1370
      2  -3.5562  2.8203    -8.7943 -0.3694
      3  -3.0775  2.7293    -8.6277 -0.3440
      4  -2.5329  2.4920    -8.2327 -0.3216
      5  -1.9494  2.0760    -7.3289 -0.3012
      6  -3.5493  2.4267    -8.5485 -0.6037
      7  -3.2469  2.2439    -8.2198 -0.6403
      8  -2.9488  2.0011    -7.5362 -0.6606
      9  -2.4055  1.6722    -6.2848 -0.5925
     10  -2.2359  1.4302    -4.9201 -0.5976
     11  -2.7846  1.3965    -5.5236 -1.1263
     12  -2.4002  1.2247    -4.3697 -0.9802
     13  -2.3228  1.0567    -3.9581 -1.0002
     14  -2.6521  0.9917    -4.2309 -1.4758
     15  -2.9570  0.9679    -4.5710 -1.8782
     16  -2.7171  0.8477    -3.9609 -1.7514
     17  -2.8968  0.7974    -4.1288 -2.0304
     18  -2.7468  0.7051    -3.7983 -1.9510
     19  -2.6200  0.6441    -3.5733 -1.8820

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0663  0.0667     0.0000  0.1838
      1   0.0454  0.0572     0.0000  0.1677
      2   0.0048  0.0089     0.0000  0.0199
      3   0.0070  0.0101     0.0000  0.0243
      4   0.0092  0.0107     0.0000  0.0272
      5   0.0112  0.0111     0.0000  0.0300
      6   0.0040  0.0040     0.0000  0.0069
      7   0.0052  0.0039     0.0000  0.0076
      8   0.0061  0.0035     0.0000  0.0087
      9   0.0067  0.0034     0.0000  0.0101
     10   0.0071  0.0031     0.0001  0.0105
     11   0.0069  0.0029     0.0001  0.0091
     12   0.0071  0.0029     0.0001  0.0101
     13   0.0074  0.0026     0.0002  0.0103
     14   0.0074  0.0027     0.0002  0.0105
     15   0.0074  0.0026     0.0002  0.0102
     16   0.0076  0.0028     0.0002  0.0110
     17   0.0077  0.0028     0.0003  0.0113
     18   0.0079  0.0030     0.0003  0.0120
     19   0.0082  0.0032     0.0004  0.0124

