trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 2.0, 400, 0
6.0, 800, 2.0, 600, 0
7.0, 800, 2.0, 700, 0
8.0, 800, 2.0, 750, 0
9.0, 800, 2.0, 725, 0
10.0, 800, 2.0, 712, 0
11.0, 400, 0.0, 800, 156
12.0, 200, 0.0, 800, 156
13.0, 100, 0.0, 800, 156
14.0, 150, 0.0, 800, 156
15.0, 175, 0.0, 800, 156
16.0, 187, 0.0, 800, 156
17.0, 800, 4.0, 400, 0
18.0, 800, 4.0, 600, 0
19.0, 800, 4.0, 500, 0
20.0, 800, 4.0, 550, 0
21.0, 800, 4.0, 575, 0
22.0, 800, 4.0, 587, 0
23.0, 400, 0.0, 800, 520
24.0, 200, 0.0, 800, 520
25.0, 100, 0.0, 800, 520
26.0, 50, 0.0, 800, 520
27.0, 75, 0.0, 800, 520
28.0, 87, 0.0, 800, 520
29.0, 400, 0.0, 800, 52
30.0, 200, 0.0, 800, 52
31.0, 300, 0.0, 800, 52
32.0, 350, 0.0, 800, 52
33.0, 375, 0.0, 800, 52
34.0, 387, 0.0, 800, 52
35.0, 800, 1.0, 400, 0
36.0, 800, 1.0, 600, 0
37.0, 800, 1.0, 700, 0
38.0, 800, 1.0, 750, 0
39.0, 800, 1.0, 775, 0
40.0, 800, 1.0, 787, 0
41.0, 400, 0.0, 800, 26
42.0, 600, 0.0, 800, 26
43.0, 500, 0.0, 800, 26
44.0, 550, 0.0, 800, 26
45.0, 575, 0.0, 800, 26
46.0, 587, 0.0, 800, 26
