trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1307 730.00  0.00 800.00 21.50  0
  1  694 390.00  0.00 800.00 17.20  1
  2  769 430.00  0.00 800.00 52.00  0
  3  822 460.00  0.00 800.00 26.00  1
  4  661 370.00  0.00 800.00 52.00  1
  5  769 430.00  0.00 800.00 52.00  1
  6  698 390.00  0.00 800.00 104.00  0
  7  751 420.00  0.00 800.00 52.00  0
  8  787 440.00  0.00 800.00 52.00  1
  9  860 480.00  0.00 800.00 104.00  0
 10  751 420.00  0.00 800.00 52.00  0
 11 1421 790.00  0.00 800.00 520.00  0
 12  787 440.00  0.00 800.00 52.00  0
 13  571 320.00  0.00 800.00 52.00  1
 14  805 450.00  0.00 800.00 52.00  1
 15  806 450.00  0.00 800.00 104.00  0
 16  751 420.00  0.00 800.00 52.00  0
 17  517 290.00  0.00 800.00 52.00  1
 18  805 450.00  0.00 800.00 52.00  0
 19  805 460.00  0.00 800.00 26.00  1
 20  805 430.00  0.00 800.00 104.00  0
 21  805 430.00  0.00 800.00 104.00  0
 22  805 440.00  0.00 800.00 26.00  1
 23  787 440.00  0.00 800.00 52.00  0
 24  805 470.00  0.00 800.00 104.00  0
 25  805 430.00  0.00 800.00 26.00  1
 26  805 460.00  0.00 800.00 104.00  0
 27  805 470.00  0.00 800.00 104.00  0
 28  805 430.00  0.00 800.00 26.00  1
 29  805 430.00  0.00 800.00 26.00  1
 30  805 430.00  0.00 800.00 104.00  0
 31  805 470.00  0.00 800.00 26.00  0
 32  589 330.00  0.00 800.00 52.00  1
 33  841 470.00  0.00 800.00 52.00  0
 34  589 350.00  0.00 800.00 26.00  1
 35  841 450.00  0.00 800.00 26.00  0
 36  571 320.00  0.00 800.00 52.00  1
 37  589 330.00  0.00 800.00 52.00  1
 38  589 330.00  0.00 800.00 104.00  0
 39  589 350.00  0.00 800.00 26.00  1
 40  589 340.00  0.00 800.00 26.00  1
 41  589 350.00  0.00 800.00 26.00  1
