Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6151  2.7287    -9.0006 -0.4882
      1  -2.3034  1.4593    -4.5809 -0.2513
      2  -3.4493  0.8682    -4.6923 -2.4306
      3  -2.7967  0.6273    -3.5083 -2.3058
      4  -2.5086  0.5760    -3.0411 -2.1382
      5  -2.3462  0.5700    -2.8052 -1.8990
      6  -2.0742  0.9624    -2.8026 -0.8197
      7  -2.2230  0.7343    -2.7515 -1.7203
      8  -2.1201  0.6679    -2.5914 -1.6135
      9  -2.1323  0.4901    -2.5726 -1.8770
     10  -2.1540  0.3774    -2.5706 -2.0572
     11  -2.3107  0.6151    -2.7848 -2.0971
     12  -2.2274  0.6092    -2.6314 -1.9841
     13  -2.1798  0.4786    -2.6000 -1.9908
     14  -2.1520  0.3690    -2.5740 -2.0028
     15  -2.1893  0.3541    -2.5994 -2.1178
     16  -2.1446  0.3008    -2.5402 -2.1156
     17  -2.1235  0.2377    -2.4305 -2.1156
     18  -2.1937  0.4449    -2.6012 -2.0818
     19  -2.2816  0.5436    -2.6264 -2.1174

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1020  0.0586     0.0071  0.1899
      2   0.1015  0.0589     0.0064  0.1898
      3   0.1007  0.0590     0.0060  0.1896
      4   0.1004  0.0592     0.0056  0.1897
      5   0.0986  0.0596     0.0050  0.1893
      6   0.0437  0.0401     0.0002  0.1246
      7   0.0547  0.0419     0.0015  0.1364
      8   0.0596  0.0448     0.0021  0.1465
      9   0.0638  0.0441     0.0054  0.1491
     10   0.0710  0.0442     0.0093  0.1548
     11   0.0396  0.0254     0.0026  0.0840
     12   0.0397  0.0252     0.0027  0.0834
     13   0.0430  0.0254     0.0052  0.0868
     14   0.0454  0.0253     0.0077  0.0888
     15   0.0461  0.0247     0.0086  0.0885
     16   0.0490  0.0257     0.0099  0.0932
     17   0.0521  0.0261     0.0120  0.0965
     18   0.0349  0.0178     0.0054  0.0638
     19   0.0320  0.0173     0.0034  0.0604

