trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  417 240.00  0.00 800.00  2.00  1
  1  682 380.00  0.00 800.00 260.00  0
  2  661 370.00  0.00 800.00 52.00  0
  3  766 430.00  0.00 800.00 17.20  1
  4  785 440.00  0.00 800.00 21.50  1
  5  822 460.00  0.00 800.00 26.00  1
  6  679 380.00  0.00 800.00 52.00  0
  7  804 450.00  0.00 800.00 26.00  1
  8  679 400.00  0.00 800.00 26.00  1
  9  679 400.00  0.00 800.00 104.00  1
 10    0  10.00  0.00 800.00  0.43  1
 11  860 480.00  0.00 800.00 104.00  0
 12  788 440.00  0.00 800.00 104.00  0
 13  931 520.00  0.00 800.00 52.00  0
 14  913 510.00  0.00 800.00 52.00  0
 15  823 460.00  0.00 800.00 52.00  0
 16  463 260.00  0.00 800.00 52.00  1
 17  679 380.00  0.00 800.00 52.00  1
 18  859 480.00  0.00 800.00 52.00  1
 19  824 460.00  0.00 800.00 104.00  0
 20  967 540.00  0.00 800.00 52.00  0
 21  571 320.00  0.00 800.00 52.00  1
 22  913 510.00  0.00 800.00 52.00  0
 23  571 320.00  0.00 800.00 104.00  0
 24  553 310.00  0.00 800.00 52.00  1
 25  805 450.00  0.00 800.00 52.00  0
 26  571 320.00  0.00 800.00 52.00  1
 27  823 460.00  0.00 800.00 52.00  1
 28  751 420.00  0.00 800.00 52.00  1
 29  715 400.00  0.00 800.00 52.00  1
 30  697 390.00  0.00 800.00 52.00  1
 31  697 400.00  0.00 800.00 26.00  1
 32  697 380.00  0.00 800.00 104.00  0
 33  715 400.00  0.00 800.00 52.00  1
 34  679 380.00  0.00 800.00 52.00  1
 35  661 370.00  0.00 800.00 52.00  1
 36  679 380.00  0.00 800.00 26.00  1
 37  734 410.00  0.00 800.00 104.00  0
 38  679 390.00  0.00 800.00 26.00  1
 39  679 400.00  0.00 800.00 26.00  1
 40  679 380.00  0.00 800.00 26.00  1
 41  679 380.00  0.00 800.00 104.00  1
