Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.7191  2.2519    -7.3320 -0.3911
      1  -5.6457  1.2526    -7.6501 -4.0432
      2  -4.7150  0.7631    -5.7604 -3.9617
      3  -4.1742  0.6310    -4.8221 -3.7171
      4  -3.8719  0.7164    -4.4548 -3.0355
      5  -3.4534  1.1596    -4.4764 -1.1531
      6  -2.6787  1.6058    -5.6787 -0.3914
      7  -3.1707  1.2598    -5.1832 -1.3569
      8  -3.3402  0.9959    -4.5435 -2.2009
      9  -3.0582  1.2751    -5.7150 -1.5878
     10  -2.9585  1.0321    -4.2105 -1.7130
     11  -3.0283  0.8336    -4.0709 -2.1605
     12  -2.8173  0.9042    -3.8746 -1.8846
     13  -2.8586  0.7384    -3.7819 -2.1598
     14  -2.7652  0.6359    -3.5680 -2.1368
     15  -2.5729  0.9053    -3.5555 -1.6825
     16  -2.6006  0.7436    -3.4459 -1.9058
     17  -2.6241  0.6176    -3.4162 -2.0603
     18  -2.5607  0.5289    -3.3096 -2.0335
     19  -2.5988  0.4550    -3.3195 -2.1505

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1008  0.0590     0.0060  0.1897
      1   0.0999  0.0592     0.0056  0.1895
      2   0.1008  0.0591     0.0056  0.1897
      3   0.0994  0.0598     0.0041  0.1896
      4   0.0917  0.0611     0.0019  0.1880
      5   0.0410  0.0410     0.0001  0.1247
      6   0.0112  0.0096     0.0000  0.0267
      7   0.0138  0.0111     0.0000  0.0323
      8   0.0162  0.0118     0.0001  0.0352
      9   0.0110  0.0079     0.0000  0.0227
     10   0.0118  0.0076     0.0001  0.0232
     11   0.0130  0.0078     0.0001  0.0248
     12   0.0119  0.0072     0.0001  0.0224
     13   0.0130  0.0074     0.0003  0.0239
     14   0.0139  0.0076     0.0006  0.0253
     15   0.0100  0.0054     0.0001  0.0176
     16   0.0108  0.0055     0.0003  0.0185
     17   0.0114  0.0056     0.0005  0.0191
     18   0.0121  0.0057     0.0007  0.0196
     19   0.0127  0.0058     0.0009  0.0201

