trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 4.0, 400, 0
6.0, 800, 4.0, 600, 0
7.0, 800, 4.0, 500, 0
8.0, 800, 4.0, 450, 0
9.0, 800, 4.0, 425, 0
10.0, 800, 4.0, 412, 0
11.0, 800, 26.0, 400, 0
12.0, 800, 26.0, 200, 0
13.0, 800, 26.0, 100, 0
14.0, 800, 26.0, 150, 0
15.0, 800, 26.0, 175, 0
16.0, 800, 26.0, 187, 0
17.0, 800, 1.0, 400, 0
18.0, 800, 1.0, 600, 0
19.0, 800, 1.0, 500, 0
20.0, 800, 1.0, 450, 0
21.0, 800, 1.0, 425, 0
22.0, 800, 1.0, 412, 0
23.0, 400, 0.0, 800, 520
24.0, 200, 0.0, 800, 520
25.0, 100, 0.0, 800, 520
26.0, 50, 0.0, 800, 520
27.0, 25, 0.0, 800, 520
28.0, 12, 0.0, 800, 520
29.0, 800, 2.0, 400, 0
30.0, 800, 2.0, 600, 0
31.0, 800, 2.0, 500, 0
32.0, 800, 2.0, 450, 0
33.0, 800, 2.0, 425, 0
34.0, 800, 2.0, 412, 0
35.0, 400, 0.0, 800, 156
36.0, 200, 0.0, 800, 156
37.0, 100, 0.0, 800, 156
38.0, 50, 0.0, 800, 156
39.0, 25, 0.0, 800, 156
40.0, 12, 0.0, 800, 156
41.0, 800, 52.0, 400, 0
42.0, 800, 52.0, 200, 0
43.0, 800, 52.0, 100, 0
44.0, 800, 52.0, 50, 0
45.0, 800, 52.0, 25, 0
46.0, 800, 52.0, 37, 0
