Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.0337  1.9174    -9.1557 -3.1775
      1  -4.4246  1.0402    -6.0862 -2.9995
      2  -3.6064  0.6626    -4.5040 -2.9070
      3  -4.0147  0.5002    -4.6711 -3.6881
      4  -3.8439  0.4119    -4.3200 -3.5912
      5  -3.9865  0.3723    -4.4274 -3.7906
      6  -3.9781  0.2898    -4.4089 -3.8116
      7  -3.9436  0.2148    -4.2290 -3.8001
      8  -3.9415  0.1712    -4.2285 -3.8080
      9  -4.3102  0.8975    -6.1335 -3.6867
     10  -4.1955  0.7046    -5.1317 -3.7001
     11  -4.1125  0.5680    -4.7602 -3.7018
     12  -4.0138  0.5489    -4.5962 -3.6117
     13  -4.0385  0.4516    -4.5620 -3.7290
     14  -3.9792  0.3913    -4.4757 -3.7133
     15  -4.0023  0.3229    -4.4772 -3.7751
     16  -3.9894  0.2601    -4.4631 -3.7783
     17  -4.0000  0.2178    -4.4635 -3.8339
     18  -3.9941  0.1886    -4.4554 -3.8357
     19  -4.0027  0.1677    -4.4570 -3.9017
     20  -3.9981  0.1541    -4.4498 -3.9022
     21  -3.9952  0.1458    -4.4445 -3.9031
     22  -3.9928  0.1405    -4.4401 -3.9039
     23  -3.9996  0.1334    -4.4429 -3.9619
     24  -3.9716  0.1119    -4.3718 -3.9293
     25  -3.9708  0.1099    -4.3672 -3.9303
     26  -3.9778  0.1027    -4.3749 -3.9647
     27  -3.9771  0.1014    -4.3710 -3.9647
     28  -3.9803  0.0976    -4.3743 -3.9676
     29  -3.9841  0.0944    -4.3799 -3.9705
     30  -3.9835  0.0934    -4.3768 -3.9705
     31  -3.9845  0.0921    -4.3778 -3.9714
     32  -3.9835  0.0906    -4.3726 -3.9714
     33  -3.9829  0.0897    -4.3692 -3.9714
     34  -3.9820  0.0885    -4.3643 -3.9713
     35  -3.9839  0.0872    -4.3682 -3.9726
     36  -3.9832  0.0862    -4.3645 -3.9726
     37  -3.9826  0.0853    -4.3609 -3.9726
     38  -3.9841  0.0846    -4.3647 -3.9735
     39  -3.9857  0.0844    -4.3697 -3.9743
     40  -3.9862  0.0843    -4.3709 -3.9746
     41  -3.9855  0.0833    -4.3670 -3.9745

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0586     0.0073  0.1899
      1   0.1023  0.0585     0.0075  0.1899
      2   0.1028  0.0583     0.0082  0.1900
      3   0.1026  0.0584     0.0078  0.1899
      4   0.1057  0.0573     0.0107  0.1904
      5   0.1059  0.0565     0.0116  0.1901
      6   0.1078  0.0554     0.0157  0.1903
      7   0.1160  0.0531     0.0230  0.1916
      8   0.1167  0.0526     0.0250  0.1917
      9   0.0191  0.0143     0.0001  0.0431
     10   0.0211  0.0142     0.0001  0.0449
     11   0.0232  0.0143     0.0009  0.0470
     12   0.0234  0.0143     0.0011  0.0471
     13   0.0256  0.0146     0.0022  0.0497
     14   0.0274  0.0152     0.0032  0.0527
     15   0.0295  0.0155     0.0050  0.0549
     16   0.0301  0.0153     0.0069  0.0552
     17   0.0316  0.0153     0.0078  0.0570
     18   0.0321  0.0152     0.0083  0.0573
     19   0.0333  0.0152     0.0091  0.0586
     20   0.0337  0.0151     0.0097  0.0589
     21   0.0341  0.0151     0.0102  0.0592
     22   0.0344  0.0150     0.0106  0.0594
     23   0.0354  0.0150     0.0116  0.0603
     24   0.0372  0.0156     0.0129  0.0628
     25   0.0374  0.0155     0.0134  0.0629
     26   0.0386  0.0156     0.0143  0.0644
     27   0.0387  0.0156     0.0145  0.0645
     28   0.0395  0.0156     0.0150  0.0653
     29   0.0405  0.0156     0.0156  0.0664
     30   0.0406  0.0156     0.0157  0.0664
     31   0.0410  0.0156     0.0161  0.0668
     32   0.0412  0.0155     0.0164  0.0669
     33   0.0413  0.0155     0.0165  0.0669
     34   0.0415  0.0154     0.0167  0.0670
     35   0.0422  0.0155     0.0173  0.0676
     36   0.0423  0.0154     0.0175  0.0677
     37   0.0424  0.0154     0.0177  0.0677
     38   0.0430  0.0154     0.0183  0.0683
     39   0.0438  0.0155     0.0191  0.0689
     40   0.0441  0.0155     0.0197  0.0693
     41   0.0443  0.0154     0.0200  0.0693

