Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.7571  1.3342    -3.4212 -0.1871
      1  -2.6401  0.9896    -3.6898 -1.8629
      2  -3.0541  0.9111    -4.1753 -2.5453
      3  -2.8285  0.7106    -3.3384 -2.4633
      4  -2.9786  0.6943    -3.4126 -2.7109
      5  -2.9790  0.5561    -3.3805 -2.9060
      6  -3.3476  1.1196    -5.9253 -2.9019
      7  -3.4517  1.1117    -6.0654 -2.9430
      8  -3.2463  0.7260    -3.8883 -2.9540
      9  -3.6847  1.3789    -7.2582 -2.6006
     10  -3.5145  1.0528    -5.5055 -2.9351
     11  -3.4017  0.8139    -4.3055 -2.9842
     12  -3.3250  0.6405    -3.9235 -3.0032
     13  -3.4815  0.8003    -4.3040 -3.0830
     14  -3.4197  0.6199    -3.9700 -3.1372
     15  -3.3768  0.4885    -3.8884 -3.1594
     16  -3.4195  0.4355    -3.9057 -3.1929
     17  -3.5702  0.7171    -4.2115 -3.2041
     18  -3.5290  0.5486    -4.0963 -3.2201
     19  -3.4944  0.4364    -3.9507 -3.2243

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0986  0.0604     0.0011  0.1895
      1   0.0973  0.0608     0.0003  0.1893
      2   0.0967  0.0610     0.0003  0.1892
      3   0.1021  0.0594     0.0028  0.1900
      4   0.1031  0.0591     0.0027  0.1901
      5   0.1123  0.0566     0.0098  0.1915
      6   0.0489  0.0401     0.0001  0.1239
      7   0.0493  0.0408     0.0001  0.1266
      8   0.0575  0.0402     0.0003  0.1326
      9   0.0191  0.0172     0.0000  0.0485
     10   0.0219  0.0170     0.0000  0.0510
     11   0.0246  0.0169     0.0001  0.0532
     12   0.0272  0.0169     0.0009  0.0552
     13   0.0209  0.0132     0.0001  0.0417
     14   0.0227  0.0130     0.0009  0.0434
     15   0.0243  0.0129     0.0023  0.0450
     16   0.0256  0.0134     0.0031  0.0470
     17   0.0173  0.0096     0.0001  0.0315
     18   0.0183  0.0092     0.0010  0.0320
     19   0.0194  0.0092     0.0020  0.0329

