trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1404 790.00  0.00 800.00  0.43  1
  1  737 410.00  0.00 800.00 520.00  0
  2  716 400.00  0.00 800.00 104.00  0
  3  661 370.00  0.00 800.00 52.00  1
  4  608 340.00  0.00 800.00 104.00  0
  5  769 430.00  0.00 800.00 52.00  1
  6  751 420.00  0.00 800.00 52.00  1
  7  626 350.00  0.00 800.00 104.00  0
  8  751 440.00  0.00 800.00 104.00  0
  9  769 430.00  0.00 800.00 52.00  1
 10  626 350.00  0.00 800.00 104.00  0
 11  859 480.00  0.00 800.00 52.00  0
 12  769 430.00  0.00 800.00 52.00  0
 13  751 420.00  0.00 800.00 52.00  0
 14  751 440.00  0.00 800.00 26.00  1
 15  769 430.00  0.00 800.00 52.00  0
 16  787 440.00  0.00 800.00 52.00  0
 17  805 450.00  0.00 800.00 52.00  0
 18  607 340.00  0.00 800.00 52.00  1
 19  805 450.00  0.00 800.00 104.00  0
 20  805 470.00  0.00 800.00 26.00  1
 21  805 450.00  0.00 800.00 26.00  0
 22  535 300.00  0.00 800.00 52.00  0
 23  624 350.00  0.00 800.00 26.00  1
 24  642 360.00  0.00 800.00 26.00  1
 25  481 270.00  0.00 800.00 52.00  1
 26  517 290.00  0.00 800.00 52.00  1
 27  535 300.00  0.00 800.00 52.00  1
 28  553 310.00  0.00 800.00 52.00  1
 29  571 320.00  0.00 800.00 52.00  1
 30  571 300.00  0.00 800.00 26.00  1
 31  571 340.00  0.00 800.00 26.00  1
 32  571 330.00  0.00 800.00 104.00  1
 33  895 500.00  0.00 800.00 52.00  1
 34  967 540.00  0.00 800.00 52.00  1
 35 1111 620.00  0.00 800.00 52.00  1
 36    0  10.00  0.00 800.00  0.43  1
 37    0  30.00  0.00 800.00  0.71  1
 38  914 510.00  0.00 800.00 104.00  0
 39  932 520.00  0.00 800.00 104.00  1
 40    0  10.00  0.00 800.00  0.43  1
 41    0  20.00  0.00 800.00  0.71  1
