Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.5487  2.7543    -8.9924 -0.4292
      1  -4.5114  2.7689    -8.9879 -0.3977
      2  -4.4397  2.7949    -8.9788 -0.3473
      3  -4.3123  2.8355    -8.9616 -0.2789
      4  -4.1155  2.8853    -8.9326 -0.2196
      5  -3.8367  2.9312    -8.8850 -0.1709
      6  -3.5066  2.9496    -8.8164 -0.1369
      7  -5.1634  2.6833    -9.0949 -0.5810
      8  -5.4007  2.6310    -9.1253 -0.6345
      9  -5.6433  2.5535    -9.1517 -0.7078
     10  -5.8467  2.4680    -9.1709 -0.7913
     11  -4.2854  2.4052    -8.5061 -0.3321
     12  -4.8591  2.0024    -8.5029 -1.0884
     13  -4.8809  1.8976    -8.3670 -1.2913
     14  -4.1329  1.7141    -6.9922 -0.7996
     15  -4.5467  1.3491    -6.8933 -2.5005
     16  -4.0659  1.2812    -5.9904 -1.9458
     17  -4.4105  1.0817    -6.0969 -2.9990
     18  -4.3999  0.9666    -5.9209 -3.1484
     19  -4.1244  0.9104    -5.4538 -2.9152

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0003  0.0011     0.0000  0.0001
      1   0.0004  0.0014     0.0000  0.0001
      2   0.0006  0.0019     0.0000  0.0025
      3   0.0011  0.0025     0.0000  0.0046
      4   0.0017  0.0031     0.0000  0.0057
      5   0.0027  0.0035     0.0000  0.0063
      6   0.0038  0.0037     0.0000  0.0066
      7   0.0024  0.0033     0.0000  0.0060
      8   0.0035  0.0035     0.0000  0.0063
      9   0.0046  0.0033     0.0000  0.0065
     10   0.0055  0.0029     0.0000  0.0066
     11   0.0049  0.0032     0.0000  0.0065
     12   0.0055  0.0029     0.0000  0.0066
     13   0.0061  0.0024     0.0000  0.0066
     14   0.0062  0.0023     0.0000  0.0066
     15   0.0064  0.0020     0.0001  0.0067
     16   0.0064  0.0020     0.0001  0.0066
     17   0.0065  0.0019     0.0001  0.0067
     18   0.0068  0.0015     0.0002  0.0067
     19   0.0068  0.0015     0.0002  0.0067

