trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  601 340.00  0.00 800.00  8.60  1
  1  790 440.00  0.00 800.00 260.00  1
  2 1097 610.00  0.00 800.00 520.00  0
  3  845 470.00  0.00 800.00 520.00  0
  4  737 410.00  0.00 800.00 520.00  0
  5  647 360.00  0.00 800.00 520.00  1
  6  755 420.00  0.00 800.00 520.00  0
  7  629 350.00  0.00 800.00 520.00  0
  8  647 360.00  0.00 800.00 520.00  1
  9  611 340.00  0.00 800.00 520.00  1
 10  611 330.00  0.00 800.00 260.00  1
 11  611 330.00  0.00 800.00 260.00  1
 12  611 340.00  0.00 800.00 260.00  1
 13  629 350.00  0.00 800.00 520.00  1
 14  611 340.00  0.00 800.00 260.00  1
 15  773 430.00  0.00 800.00 520.00  0
 16  611 350.00  0.00 800.00 260.00  1
 17  611 330.00  0.00 800.00 260.00  1
 18  629 350.00  0.00 800.00 520.00  1
 19  755 420.00  0.00 800.00 520.00  0
 20  629 350.00  0.00 800.00 260.00  1
 21  629 330.00  0.00 800.00 260.00  1
 22  629 330.00  0.00 800.00 260.00  1
 23  629 340.00  0.00 800.00 260.00  1
 24  755 420.00  0.00 800.00 520.00  0
 25  629 340.00  0.00 800.00 260.00  1
 26  629 370.00  0.00 800.00 260.00  1
 27  629 350.00  0.00 800.00 260.00  1
 28  629 350.00  0.00 800.00 260.00  0
 29  629 370.00  0.00 800.00 260.00  1
 30  629 360.00  0.00 800.00 260.00  1
 31  629 350.00  0.00 800.00 260.00  1
 32  629 350.00  0.00 800.00 260.00  1
 33  629 370.00  0.00 800.00 260.00  1
 34  629 350.00  0.00 800.00 260.00  1
 35  629 360.00  0.00 800.00 260.00  1
 36  629 330.00  0.00 800.00 260.00  1
 37  629 330.00  0.00 800.00 260.00  1
 38  629 350.00  0.00 800.00 260.00  1
 39  629 370.00  0.00 800.00 260.00  1
 40  629 370.00  0.00 800.00 260.00  1
 41  629 340.00  0.00 800.00 260.00  1
