trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1292 720.00  0.00 800.00 104.00  0
  1  716 400.00  0.00 800.00 104.00  0
  2  822 460.00  0.00 800.00 26.00  0
  3  766 430.00  0.00 800.00 17.20  0
  4  658 370.00  0.00 800.00 17.20  0
  5  728 410.00  0.00 800.00 10.80  0
  6  746 420.00  0.00 800.00 10.80  0
  7  675 380.00  0.00 800.00 12.90  0
  8  675 400.00  0.00 800.00 10.80  0
  9  675 370.00  0.00 800.00 10.80  0
 10  586 330.00  0.00 800.00 17.20  0
 11  141  80.00  0.00 800.00 156.00  0
 12  675 380.00  0.00 800.00 12.90  0
 13  497 280.00  0.00 800.00 21.50  0
 14  568 320.00  0.00 800.00 17.20  0
 15  728 410.00  0.00 800.00 10.80  0
 16  906 510.00  0.00 800.00  6.44  0
 17  906 490.00  0.00 800.00  8.60  0
 18  354 200.00  0.00 800.00 26.00  0
 19  817 460.00  0.00 800.00  8.60  0
 20  176 100.00  0.00 800.00 104.00  0
 21   33  20.00  0.00 800.00 156.00  0
 22  462 260.00  0.00 800.00 26.00  0
 23  462 270.00  0.00 800.00 52.00  0
 24  462 260.00  0.00 800.00 52.00  0
 25  835 470.00  0.00 800.00  8.60  0
 26  389 220.00  0.00 800.00 21.50  0
 27 1208 680.00  0.00 800.00  1.00  0
 28  569 320.00  0.00 800.00 21.50  0
 29  230 130.00  0.00 800.00 104.00  0
 30  121  70.00  0.00 800.00 52.00  0
 31  373 210.00  0.00 800.00 52.00  0
 32  373 220.00  0.00 800.00 26.00  0
 33  534 300.00  0.00 800.00 26.00  0
 34  587 330.00  0.00 800.00 21.50  0
 35  388 220.00  0.00 800.00 17.20  0
 36  872 490.00  0.00 800.00 10.80  0
 37  391 220.00  0.00 800.00 52.00  0
 38  623 350.00  0.00 800.00 21.50  0
 39 1136 640.00  0.00 800.00  1.00  0
 40  730 410.00  0.00 800.00 17.20  0
 41  285 160.00  0.00 800.00 156.00  0
