trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  766 430.00  0.00 800.00 17.20  1
  1  737 410.00  0.00 800.00 520.00  0
  2  716 400.00  0.00 800.00 104.00  1
  3  682 380.00  0.00 800.00 260.00  0
  4  681 380.00  0.00 800.00 156.00  0
  5  716 400.00  0.00 800.00 104.00  0
  6  823 460.00  0.00 800.00 52.00  1
  7  716 390.00  0.00 800.00 52.00  1
  8  716 410.00  0.00 800.00 52.00  1
  9  716 400.00  0.00 800.00 156.00  0
 10  716 380.00  0.00 800.00 156.00  1
 11  662 370.00  0.00 800.00 104.00  1
 12  735 410.00  0.00 800.00 156.00  1
 13  772 430.00  0.00 800.00 260.00  0
 14  861 480.00  0.00 800.00 156.00  1
 15    0  10.00  0.00 800.00  0.43  1
 16  916 510.00  0.00 800.00 260.00  0
 17  826 460.00  0.00 800.00 260.00  1
 18    0  10.00  0.00 800.00  0.43  1
 19    0  20.00  0.00 800.00  0.71  1
 20  970 540.00  0.00 800.00 260.00  0
 21  898 500.00  0.00 800.00 260.00  0
 22  465 260.00  0.00 800.00 156.00  1
 23  880 490.00  0.00 800.00 260.00  1
 24  970 540.00  0.00 800.00 260.00  1
 25    0  10.00  0.00 800.00  0.43  1
 26    0  10.00  0.00 800.00  0.71  1
 27  916 510.00  0.00 800.00 260.00  1
 28    0  20.00  0.00 800.00  0.71  1
 29  934 520.00  0.00 800.00 260.00  0
 30  880 490.00  0.00 800.00 260.00  0
 31  934 500.00  0.00 800.00 520.00  0
 32  574 320.00  0.00 800.00 260.00  0
 33  772 430.00  0.00 800.00 260.00  0
 34  502 280.00  0.00 800.00 260.00  0
 35  591 330.00  0.00 800.00 156.00  1
 36  772 430.00  0.00 800.00 260.00  0
 37  627 350.00  0.00 800.00 156.00  1
 38  555 310.00  0.00 800.00 156.00  1
 39  555 300.00  0.00 800.00 104.00  1
 40  555 290.00  0.00 800.00 104.00  1
 41  916 510.00  0.00 800.00 260.00  1
