Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -8.0669  1.5282    -3.1314 -4.8854
      1  -8.4541  1.4103    -1.9136 -5.9439
      2  -8.2313  1.4109    -6.8592 -5.4972
      3  -8.0992  1.3563    -9.0505 -5.6313
      4  -7.5249  1.8145    -8.9156 -2.7132
      5  -6.1829  2.4307    -8.9099 -1.0283
      6  -6.6628  2.1100    -8.8964 -1.5888
      7  -7.0245  1.7479    -8.8849 -2.6806
      8  -6.0488  2.0675    -8.6603 -1.3472
      9  -6.3629  1.7502    -8.5766 -2.1888
     10  -6.5773  1.4573    -8.5108 -3.6594
     11  -6.7084  1.2275    -8.4667 -4.9620
     12  -6.1473  1.2868    -7.8745 -3.9113
     13  -6.2289  1.1077    -7.8120 -4.6225
     14  -5.7858  1.1349    -7.2996 -3.9382
     15  -5.8295  1.0077    -7.2456 -4.2785
     16  -5.4251  1.0723    -6.8786 -3.6226
     17  -4.9450  1.1884    -6.5627 -2.8524
     18  -4.3720  1.3175    -6.2636 -2.1219
     19  -3.7652  1.4331    -6.0341 -1.5012

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0948  0.0631     0.0001  0.1893
      1   0.1030  0.0613     0.0001  0.1905
      2   0.0989  0.0621     0.0001  0.1899
      3   0.1003  0.0629     0.0001  0.1906
      4   0.0607  0.0558     0.0000  0.1677
      5   0.0103  0.0144     0.0000  0.0368
      6   0.0133  0.0151     0.0000  0.0404
      7   0.0155  0.0152     0.0000  0.0426
      8   0.0061  0.0057     0.0000  0.0134
      9   0.0073  0.0056     0.0000  0.0139
     10   0.0082  0.0053     0.0000  0.0148
     11   0.0087  0.0050     0.0001  0.0153
     12   0.0070  0.0034     0.0000  0.0108
     13   0.0074  0.0030     0.0001  0.0110
     14   0.0068  0.0024     0.0001  0.0070
     15   0.0071  0.0021     0.0002  0.0070
     16   0.0068  0.0018     0.0001  0.0068
     17   0.0066  0.0018     0.0001  0.0067
     18   0.0064  0.0020     0.0001  0.0066
     19   0.0062  0.0023     0.0000  0.0066

