Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7603  2.0709    -9.1279 -2.6651
      1  -4.0174  1.1204    -5.7969 -2.4861
      2  -3.0640  0.6916    -3.9446 -2.3870
      3  -2.6649  0.5774    -3.2622 -2.3454
      4  -2.5016  0.4939    -2.9049 -2.3302
      5  -2.6216  0.4733    -3.0261 -2.4308
      6  -2.6071  0.3580    -2.9982 -2.4695
      7  -2.6216  0.2939    -3.0142 -2.5898
      8  -2.5918  0.2099    -2.8486 -2.5891
      9  -2.5898  0.1572    -2.8480 -2.5917
     10  -2.5879  0.1189    -2.8476 -2.5924
     11  -2.5904  0.1123    -2.8498 -2.5929
     12  -2.5891  0.0902    -2.8494 -2.5930
     13  -2.5846  0.0632    -2.8463 -2.5929
     14  -2.6515  0.1899    -3.0841 -2.5966
     15  -2.6600  0.1748    -3.0905 -2.5977
     16  -2.6271  0.1358    -3.0527 -2.5953
     17  -2.6187  0.1143    -3.0350 -2.5949
     18  -2.6102  0.0974    -3.0085 -2.5944
     19  -2.6111  0.0942    -3.0124 -2.5945
     20  -2.6120  0.0929    -3.0159 -2.5946
     21  -2.6129  0.0926    -3.0191 -2.5946
     22  -2.6185  0.0981    -3.0352 -2.5950
     23  -2.6019  0.0771    -2.9652 -2.5940
     24  -2.5999  0.0737    -2.9501 -2.5938
     25  -2.5908  0.0563    -2.8532 -2.5933
     26  -2.5885  0.0509    -2.8509 -2.5932
     27  -2.5858  0.0431    -2.8481 -2.5931
     28  -2.6415  0.1158    -3.0706 -2.5968
     29  -2.6178  0.0962    -3.0333 -2.5950
     30  -2.6271  0.1049    -3.0523 -2.5956
     31  -2.6377  0.1131    -3.0666 -2.5964
     32  -2.6332  0.1098    -3.0612 -2.5961
     33  -2.6579  0.1249    -3.0832 -2.5982
     34  -2.6718  0.1306    -3.0905 -2.5997
     35  -2.6537  0.1228    -3.0805 -2.5978
     36  -2.6552  0.1235    -3.0815 -2.5980
     37  -2.6581  0.1249    -3.0833 -2.5983
     38  -2.6534  0.1226    -3.0803 -2.5978
     39  -2.6384  0.1136    -3.0673 -2.5965
     40  -2.6395  0.1143    -3.0685 -2.5966
     41  -2.6360  0.1119    -3.0647 -2.5963

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0073  0.1899
      1   0.1020  0.0586     0.0073  0.1899
      2   0.1027  0.0584     0.0078  0.1900
      3   0.1033  0.0580     0.0090  0.1900
      4   0.1072  0.0567     0.0130  0.1906
      5   0.1058  0.0572     0.0117  0.1904
      6   0.1099  0.0554     0.0166  0.1909
      7   0.1186  0.0541     0.0209  0.1925
      8   0.1266  0.0505     0.0315  0.1933
      9   0.1301  0.0484     0.0385  0.1936
     10   0.1320  0.0471     0.0433  0.1937
     11   0.1345  0.0468     0.0444  0.1943
     12   0.1358  0.0459     0.0477  0.1944
     13   0.1373  0.0445     0.0525  0.1945
     14   0.0828  0.0424     0.0210  0.1615
     15   0.0854  0.0432     0.0221  0.1649
     16   0.0914  0.0426     0.0272  0.1686
     17   0.0934  0.0420     0.0299  0.1695
     18   0.0954  0.0414     0.0327  0.1704
     19   0.0974  0.0412     0.0347  0.1715
     20   0.0993  0.0411     0.0361  0.1726
     21   0.1010  0.0409     0.0374  0.1736
     22   0.1036  0.0415     0.0383  0.1762
     23   0.1070  0.0406     0.0426  0.1776
     24   0.1076  0.0403     0.0437  0.1777
     25   0.1096  0.0397     0.0466  0.1785
     26   0.1103  0.0394     0.0480  0.1787
     27   0.1111  0.0391     0.0493  0.1789
     28   0.0816  0.0303     0.0360  0.1352
     29   0.0830  0.0302     0.0374  0.1364
     30   0.0852  0.0308     0.0385  0.1396
     31   0.0871  0.0314     0.0396  0.1426
     32   0.0879  0.0312     0.0408  0.1431
     33   0.0884  0.0316     0.0408  0.1444
     34   0.0899  0.0320     0.0416  0.1468
     35   0.0918  0.0320     0.0431  0.1486
     36   0.0924  0.0320     0.0436  0.1491
     37   0.0933  0.0320     0.0444  0.1499
     38   0.0941  0.0318     0.0454  0.1505
     39   0.0955  0.0318     0.0470  0.1516
     40   0.0961  0.0317     0.0477  0.1521
     41   0.0966  0.0316     0.0486  0.1525

