Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.0473  2.9186    -8.9252 -0.1653
      1  -3.7340  2.9732    -8.8725 -0.1225
      2  -4.5815  2.7422    -8.9966 -0.4551
      3  -4.5704  2.7475    -8.9953 -0.4410
      4  -4.5007  2.7548    -8.9784 -0.4035
      5  -4.4496  2.7742    -8.9713 -0.3589
      6  -4.6271  2.7292    -9.0025 -0.4885
      7  -4.6759  2.7296    -9.0138 -0.5004
      8  -4.7287  2.7285    -9.0250 -0.5136
      9  -4.7949  2.7305    -9.0402 -0.5284
     10  -4.6985  2.7238    -9.0165 -0.5085
     11  -4.6572  2.7244    -9.0074 -0.4986
     12  -4.6166  2.7231    -8.9974 -0.4896
     13  -4.5759  2.7215    -8.9871 -0.4807
     14  -4.6166  2.7189    -8.9955 -0.4921
     15  -4.5787  2.7233    -8.9885 -0.4805
     16  -4.5385  2.7211    -8.9779 -0.4722
     17  -4.4984  2.7225    -8.9691 -0.4623
     18  -4.5389  2.7248    -8.9799 -0.4706
     19  -4.5788  2.7230    -8.9883 -0.4807

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0032  0.0082     0.0000  0.0131
      1   0.0050  0.0098     0.0000  0.0195
      2   0.0001  0.0006     0.0000  0.0001
      3   0.0002  0.0008     0.0000  0.0001
      4   0.0003  0.0011     0.0000  0.0001
      5   0.0004  0.0014     0.0000  0.0001
      6   0.0001  0.0004     0.0000  0.0001
      7   0.0001  0.0005     0.0000  0.0001
      8   0.0002  0.0007     0.0000  0.0001
      9   0.0002  0.0009     0.0000  0.0001
     10   0.0001  0.0001     0.0000  0.0001
     11   0.0001  0.0001     0.0000  0.0001
     12   0.0001  0.0001     0.0000  0.0001
     13   0.0001  0.0001     0.0000  0.0001
     14   0.0001  0.0001     0.0000  0.0001
     15   0.0001  0.0000     0.0000  0.0001
     16   0.0001  0.0001     0.0000  0.0001
     17   0.0001  0.0001     0.0000  0.0001
     18   0.0001  0.0000     0.0000  0.0001
     19   0.0001  0.0000     0.0000  0.0001

