Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.0515  1.7174    -5.7548 -0.0804
      1  -1.5591  1.8284    -6.7481 -0.6074
      2  -1.9256  1.9983    -7.4259 -0.8622
      3  -3.7867  2.6469    -8.7989 -0.8614
      4  -2.7462  2.1933    -8.0667 -0.8275
      5  -2.3787  1.8598    -7.1517 -0.8648
      6  -3.4305  2.0381    -8.1338 -1.0801
      7  -3.2250  1.8176    -7.5529 -1.2024
      8  -2.7371  1.5259    -6.3286 -1.1494
      9  -2.5915  1.2816    -4.8840 -1.1934
     10  -3.0963  1.2895    -5.6635 -1.6638
     11  -2.8301  1.0908    -4.4621 -1.6165
     12  -3.0301  0.9891    -4.5192 -1.9853
     13  -2.8560  0.8502    -3.9927 -1.9313
     14  -2.7384  0.7370    -3.7011 -1.8954
     15  -2.8639  0.6503    -3.7786 -2.1655
     16  -2.9268  0.5656    -3.7995 -2.3541
     17  -2.8205  0.5084    -3.6062 -2.2712
     18  -2.8731  0.4476    -3.6250 -2.4103
     19  -2.8012  0.3996    -3.4633 -2.3885

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0911  0.0640     0.0000  0.1888
      1   0.0841  0.0657     0.0000  0.1879
      2   0.0780  0.0675     0.0000  0.1877
      3   0.0095  0.0135     0.0000  0.0335
      4   0.0131  0.0162     0.0000  0.0425
      5   0.0155  0.0166     0.0000  0.0457
      6   0.0064  0.0056     0.0000  0.0134
      7   0.0076  0.0054     0.0000  0.0138
      8   0.0086  0.0057     0.0000  0.0162
      9   0.0092  0.0054     0.0001  0.0167
     10   0.0082  0.0046     0.0001  0.0135
     11   0.0089  0.0048     0.0001  0.0142
     12   0.0092  0.0049     0.0001  0.0155
     13   0.0099  0.0051     0.0002  0.0170
     14   0.0105  0.0053     0.0004  0.0180
     15   0.0111  0.0056     0.0005  0.0189
     16   0.0117  0.0057     0.0006  0.0196
     17   0.0124  0.0059     0.0007  0.0201
     18   0.0130  0.0061     0.0009  0.0206
     19   0.0137  0.0063     0.0011  0.0219

