Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.9416  1.3708    -3.9022 -0.2072
      1  -0.9759  1.0924    -1.9858 -0.1053
      2  -0.5104  1.1152    -1.2795 -0.0526
      3  -0.3233  1.0049    -0.7514 -0.0371
      4  -0.2053  1.0006    -0.5178 -0.0252
      5  -0.9181  2.1533    -6.9639 -0.0278
      6  -0.5256  1.6603    -4.9578 -0.0261
      7  -0.2963  1.2324    -1.3126 -0.0253
      8  -0.1728  0.9387    -0.4661 -0.0244
      9  -0.1008  0.7057    -0.2721 -0.0238
     10  -0.0589  0.5023    -0.2690 -0.0237
     11  -0.0368  0.3742    -0.2646 -0.0234
     12  -1.2936  2.4314    -7.6494 -0.0334
     13  -0.7913  1.9513    -6.3458 -0.0303
     14  -0.4717  1.4880    -3.8453 -0.0287
     15  -0.2890  1.1020    -0.8524 -0.0279
     16  -0.1897  0.8042    -0.6487 -0.0275
     17  -0.1338  0.6096    -0.5275 -0.0268
     18  -0.0990  0.4679    -0.5028 -0.0263
     19  -0.0764  0.3595    -0.4812 -0.0258

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1011  0.0595     0.0023  0.1898
      1   0.1014  0.0593     0.0023  0.1899
      2   0.1005  0.0594     0.0008  0.1896
      3   0.1052  0.0580     0.0059  0.1904
      4   0.1061  0.0573     0.0074  0.1903
      5   0.0436  0.0399     0.0000  0.1193
      6   0.0484  0.0392     0.0000  0.1226
      7   0.0513  0.0385     0.0001  0.1243
      8   0.0566  0.0382     0.0035  0.1289
      9   0.0612  0.0379     0.0087  0.1328
     10   0.0622  0.0375     0.0111  0.1333
     11   0.0661  0.0374     0.0147  0.1368
     12   0.0104  0.0092     0.0000  0.0243
     13   0.0121  0.0088     0.0000  0.0252
     14   0.0131  0.0084     0.0001  0.0257
     15   0.0138  0.0081     0.0001  0.0259
     16   0.0141  0.0079     0.0006  0.0261
     17   0.0149  0.0079     0.0009  0.0266
     18   0.0158  0.0080     0.0012  0.0272
     19   0.0166  0.0080     0.0015  0.0277

