Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.3414  1.3872    -6.6390 -5.8108
      1  -6.3226  1.0476    -7.4456 -5.2601
      2  -5.8743  0.9988    -6.7036 -4.3310
      3  -6.1371  0.7265    -6.7793 -5.8731
      4  -6.2951  0.6893    -6.8943 -6.1239
      5  -6.4259  1.2259    -8.0094 -4.0635
      6  -6.5302  1.8000    -8.8527 -2.0274
      7  -6.7802  1.4595    -8.8216 -3.5375
      8  -6.9325  1.1788    -8.7992 -5.9283
      9  -6.8212  0.9489    -8.2478 -6.2543
     10  -6.7391  0.7566    -7.6770 -6.3334
     11  -6.6824  0.6111    -7.3568 -6.3434
     12  -6.7997  0.6396    -7.5384 -6.4786
     13  -6.7765  0.5071    -7.3482 -6.5078
     14  -6.8389  0.4407    -7.3608 -6.6149
     15  -6.9443  0.6470    -7.7011 -6.6408
     16  -6.9315  0.5085    -7.5480 -6.6585
     17  -6.9663  0.4186    -7.5479 -6.7425
     18  -7.0876  0.6859    -7.9933 -6.7675
     19  -7.0692  0.5468    -7.7919 -6.8046

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0986  0.0604     0.0015  0.1895
      1   0.0961  0.0615     0.0002  0.1893
      2   0.0954  0.0618     0.0002  0.1892
      3   0.1018  0.0597     0.0023  0.1900
      4   0.1008  0.0598     0.0025  0.1899
      5   0.0425  0.0394     0.0000  0.1204
      6   0.0148  0.0152     0.0000  0.0414
      7   0.0169  0.0152     0.0000  0.0434
      8   0.0181  0.0150     0.0001  0.0445
      9   0.0213  0.0158     0.0001  0.0481
     10   0.0243  0.0163     0.0007  0.0521
     11   0.0269  0.0168     0.0016  0.0551
     12   0.0261  0.0165     0.0014  0.0538
     13   0.0283  0.0167     0.0026  0.0560
     14   0.0306  0.0174     0.0037  0.0599
     15   0.0222  0.0129     0.0012  0.0427
     16   0.0238  0.0128     0.0022  0.0442
     17   0.0253  0.0129     0.0032  0.0457
     18   0.0173  0.0096     0.0008  0.0320
     19   0.0186  0.0095     0.0014  0.0329

