trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  939 530.00  0.00 800.00  2.00  1
  1  790 440.00  0.00 800.00 260.00  0
  2  679 380.00  0.00 800.00 52.00  1
  3  663 370.00  0.00 800.00 156.00  0
  4  626 350.00  0.00 800.00 104.00  1
  5  716 400.00  0.00 800.00 104.00  0
  6  608 340.00  0.00 800.00 104.00  0
  7  626 350.00  0.00 800.00 104.00  0
  8  733 410.00  0.00 800.00 52.00  0
  9  786 440.00  0.00 800.00 26.00  0
 10 1421 790.00  0.00 800.00 520.00  0
 11 1421 770.00  0.00 800.00 260.00  0
 12  624 350.00  0.00 800.00 26.00  1
 13  660 370.00  0.00 800.00 26.00  1
 14  678 380.00  0.00 800.00 26.00  1
 15  571 320.00  0.00 800.00 52.00  1
 16  877 490.00  0.00 800.00 52.00  0
 17  535 300.00  0.00 800.00 52.00  1
 18  625 350.00  0.00 800.00 52.00  1
 19  859 480.00  0.00 800.00 52.00  0
 20  643 360.00  0.00 800.00 52.00  1
 21  823 460.00  0.00 800.00 52.00  0
 22  607 340.00  0.00 800.00 52.00  1
 23  823 460.00  0.00 800.00 104.00  0
 24  841 470.00  0.00 800.00 52.00  0
 25  607 340.00  0.00 800.00 52.00  1
 26  823 460.00  0.00 800.00 52.00  0
 27  589 330.00  0.00 800.00 52.00  1
 28  607 340.00  0.00 800.00 52.00  1
 29  841 470.00  0.00 800.00 52.00  0
 30  823 460.00  0.00 800.00 52.00  0
 31  841 490.00  0.00 800.00 104.00  0
 32  607 340.00  0.00 800.00 52.00  1
 33  607 350.00  0.00 800.00 104.00  0
 34  589 330.00  0.00 800.00 52.00  1
 35  823 460.00  0.00 800.00 52.00  0
 36  607 340.00  0.00 800.00 52.00  1
 37  841 470.00  0.00 800.00 52.00  0
 38  841 480.00  0.00 800.00 104.00  0
 39  607 340.00  0.00 800.00 52.00  1
 40  823 460.00  0.00 800.00 52.00  0
 41  841 470.00  0.00 800.00 52.00  0
