Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2347  1.3490    -3.2505 -0.1234
      1  -1.7307  1.1759    -3.5156 -1.0705
      2  -1.4398  1.1785    -3.1058 -0.9103
      3  -1.2910  1.1835    -2.8427 -0.8045
      4  -1.2340  0.9272    -1.5859 -1.0636
      5  -1.8387  1.7058    -6.6932 -1.0393
      6  -1.7797  1.5178    -5.9578 -1.1148
      7  -1.5616  1.1740    -3.3777 -1.1226
      8  -1.8524  1.5613    -6.2359 -1.1932
      9  -1.6240  1.1961    -3.6976 -1.2245
     10  -1.4928  0.9390    -1.8516 -1.2345
     11  -1.4118  0.7248    -1.7135 -1.2422
     12  -1.3813  0.5496    -1.6538 -1.3282
     13  -1.3750  0.4665    -1.6675 -1.3343
     14  -1.3493  0.3529    -1.5818 -1.3342
     15  -1.3375  0.2515    -1.5803 -1.3344
     16  -1.3313  0.1804    -1.5791 -1.3346
     17  -1.3297  0.3065    -1.5779 -1.3247
     18  -1.3292  0.2304    -1.5776 -1.3306
     19  -1.3291  0.1748    -1.5774 -1.3342

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0967  0.0614     0.0001  0.1893
      1   0.0960  0.0617     0.0001  0.1892
      2   0.0971  0.0617     0.0001  0.1895
      3   0.0966  0.0618     0.0001  0.1894
      4   0.1092  0.0583     0.0024  0.1912
      5   0.0489  0.0436     0.0000  0.1321
      6   0.0556  0.0458     0.0000  0.1422
      7   0.0634  0.0448     0.0001  0.1471
      8   0.0426  0.0356     0.0000  0.1074
      9   0.0478  0.0348     0.0001  0.1106
     10   0.0538  0.0348     0.0001  0.1159
     11   0.0589  0.0346     0.0068  0.1204
     12   0.0627  0.0339     0.0124  0.1232
     13   0.0671  0.0348     0.0155  0.1294
     14   0.0714  0.0345     0.0202  0.1331
     15   0.0720  0.0342     0.0217  0.1334
     16   0.0727  0.0339     0.0230  0.1337
     17   0.0545  0.0255     0.0153  0.0978
     18   0.0568  0.0252     0.0181  0.0998
     19   0.0591  0.0250     0.0210  0.1017

