Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.2953  3.0213    -8.7884 -0.0817
      1  -2.5911  2.9213    -8.5617 -0.0597
      2  -1.8831  2.6426    -8.1244 -0.0478
      3  -1.2985  2.2296    -7.2650 -0.0415
      4  -2.4549  2.5535    -8.2607 -0.1683
      5  -1.9448  2.2252    -7.5535 -0.1466
      6  -1.5681  1.8637    -6.2513 -0.1339
      7  -1.1371  1.5547    -4.7622 -0.1065
      8  -1.9728  1.9757    -7.1317 -0.2865
      9  -1.6757  1.6286    -5.5578 -0.2782
     10  -1.4921  1.3409    -4.0476 -0.2735
     11  -2.2463  1.6234    -5.8774 -0.5776
     12  -1.8851  1.3726    -4.4571 -0.5168
     13  -1.7688  1.1510    -3.6338 -0.5205
     14  -2.1731  1.1749    -4.1849 -0.8943
     15  -1.8788  1.0613    -3.3859 -0.7644
     16  -2.1716  1.0673    -3.7720 -1.1051
     17  -2.1068  0.9006    -3.4895 -1.1183
     18  -1.8902  0.8312    -3.0439 -0.9817
     19  -2.0378  0.7734    -3.1431 -1.2148

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0113  0.0265     0.0000  0.0649
      1   0.0171  0.0311     0.0000  0.0830
      2   0.0231  0.0343     0.0000  0.0959
      3   0.0281  0.0360     0.0000  0.1041
      4   0.0064  0.0073     0.0000  0.0176
      5   0.0080  0.0073     0.0000  0.0191
      6   0.0091  0.0071     0.0000  0.0198
      7   0.0105  0.0076     0.0000  0.0221
      8   0.0066  0.0045     0.0000  0.0121
      9   0.0073  0.0042     0.0000  0.0124
     10   0.0078  0.0038     0.0001  0.0126
     11   0.0065  0.0030     0.0000  0.0075
     12   0.0069  0.0029     0.0001  0.0091
     13   0.0072  0.0026     0.0001  0.0093
     14   0.0070  0.0025     0.0001  0.0081
     15   0.0072  0.0025     0.0001  0.0092
     16   0.0071  0.0026     0.0001  0.0088
     17   0.0073  0.0023     0.0002  0.0090
     18   0.0074  0.0024     0.0003  0.0096
     19   0.0075  0.0025     0.0003  0.0104

