trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 4
6.0, 600, 0.0, 800, 4
7.0, 700, 0.0, 800, 4
8.0, 750, 0.0, 800, 4
9.0, 775, 0.0, 800, 4
10.0, 787, 0.0, 800, 4
11.0, 400, 0.0, 800, 520
12.0, 200, 0.0, 800, 520
13.0, 300, 0.0, 800, 520
14.0, 250, 0.0, 800, 520
15.0, 225, 0.0, 800, 520
16.0, 237, 0.0, 800, 520
17.0, 800, 156.0, 400, 0
18.0, 800, 156.0, 600, 0
19.0, 800, 156.0, 700, 0
20.0, 800, 156.0, 650, 0
21.0, 800, 156.0, 625, 0
22.0, 800, 156.0, 612, 0
23.0, 800, 1.0, 400, 0
24.0, 800, 1.0, 600, 0
25.0, 800, 1.0, 700, 0
26.0, 800, 1.0, 750, 0
27.0, 800, 1.0, 775, 0
28.0, 800, 1.0, 762, 0
29.0, 400, 0.0, 800, 2
30.0, 600, 0.0, 800, 2
5.0, 800, 4.0, 400, 0
31.0, 800, 2.0, 500, 0
32.0, 800, 2.0, 550, 0
33.0, 800, 2.0, 575, 0
34.0, 800, 2.0, 587, 0
35.0, 800, 52.0, 400, 0
36.0, 800, 52.0, 600, 0
6.0, 800, 4.0, 600, 0
37.0, 800, 52.0, 700, 0
38.0, 800, 52.0, 650, 0
7.0, 800, 4.0, 700, 0
39.0, 800, 52.0, 625, 0
8.0, 800, 4.0, 750, 0
40.0, 800, 52.0, 637, 0
41.0, 400, 0.0, 800, 26
9.0, 725, 0.0, 800, 4
10.0, 737, 0.0, 800, 4
42.0, 600, 0.0, 800, 26
11.0, 400, 0.0, 800, 520
43.0, 700, 0.0, 800, 26
44.0, 650, 0.0, 800, 26
12.0, 600, 0.0, 800, 520
45.0, 675, 0.0, 800, 26
13.0, 700, 0.0, 800, 520
46.0, 662, 0.0, 800, 26
14.0, 650, 0.0, 800, 520
15.0, 625, 0.0, 800, 520
16.0, 612, 0.0, 800, 520
17.0, 400, 0.0, 800, 156
18.0, 600, 0.0, 800, 156
19.0, 500, 0.0, 800, 156
20.0, 450, 0.0, 800, 156
21.0, 425, 0.0, 800, 156
22.0, 437, 0.0, 800, 156
23.0, 800, 1.0, 400, 0
24.0, 800, 1.0, 600, 0
25.0, 800, 1.0, 700, 0
26.0, 800, 1.0, 750, 0
27.0, 800, 1.0, 775, 0
28.0, 800, 1.0, 787, 0
29.0, 800, 2.0, 400, 0
30.0, 800, 2.0, 600, 0
31.0, 800, 2.0, 700, 0
32.0, 800, 2.0, 750, 0
33.0, 800, 2.0, 775, 0
34.0, 800, 2.0, 762, 0
35.0, 400, 0.0, 800, 52
36.0, 600, 0.0, 800, 52
37.0, 700, 0.0, 800, 52
38.0, 750, 0.0, 800, 52
39.0, 725, 0.0, 800, 52
40.0, 737, 0.0, 800, 52
41.0, 400, 0.0, 800, 26
42.0, 600, 0.0, 800, 26
43.0, 700, 0.0, 800, 26
44.0, 750, 0.0, 800, 26
45.0, 775, 0.0, 800, 26
46.0, 787, 0.0, 800, 26
