Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.1099  1.4281    -7.5804 -5.3244
      1  -5.9851  0.9302    -7.1049 -5.1329
      2  -5.5768  0.7637    -6.3544 -5.0258
      3  -5.2840  0.7441    -5.9240 -4.6818
      4  -5.1047  0.7861    -5.6988 -4.1549
      5  -4.5750  1.2866    -5.5866 -1.5531
      6  -3.5847  1.7307    -5.8153 -0.5522
      7  -4.3282  1.2002    -5.7135 -2.1626
      8  -3.7436  1.5409    -6.7929 -1.1051
      9  -3.6761  1.3437    -5.4812 -1.2835
     10  -3.9620  1.0380    -5.3044 -2.5039
     11  -4.1009  0.8453    -5.2370 -3.1018
     12  -3.8325  0.9066    -5.0018 -2.7746
     13  -3.8984  0.7518    -4.9501 -3.0999
     14  -3.8003  0.6587    -4.7170 -3.0673
     15  -3.6961  0.5963    -4.5198 -3.0027
     16  -3.7640  0.5050    -4.5386 -3.2117
     17  -3.6487  0.4822    -4.3864 -3.1301
     18  -3.6929  0.4145    -4.3953 -3.2391
     19  -3.7363  0.3665    -4.4097 -3.3580

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0995  0.0599     0.0028  0.1896
      1   0.0977  0.0605     0.0015  0.1893
      2   0.0986  0.0599     0.0025  0.1893
      3   0.0973  0.0603     0.0022  0.1891
      4   0.0947  0.0605     0.0020  0.1885
      5   0.0448  0.0442     0.0001  0.1360
      6   0.0117  0.0107     0.0000  0.0301
      7   0.0152  0.0126     0.0000  0.0363
      8   0.0081  0.0060     0.0000  0.0166
      9   0.0090  0.0057     0.0000  0.0172
     10   0.0101  0.0061     0.0001  0.0188
     11   0.0111  0.0063     0.0001  0.0198
     12   0.0101  0.0058     0.0001  0.0182
     13   0.0109  0.0058     0.0002  0.0190
     14   0.0116  0.0060     0.0004  0.0198
     15   0.0121  0.0062     0.0006  0.0203
     16   0.0130  0.0064     0.0008  0.0211
     17   0.0131  0.0064     0.0008  0.0215
     18   0.0139  0.0065     0.0010  0.0229
     19   0.0146  0.0066     0.0013  0.0241

