Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2140  1.5432    -4.8828 -0.1108
      1  -1.8132  1.5670    -6.1233 -0.9986
      2  -2.3693  1.8493    -7.4777 -1.3669
      3  -3.7666  2.4398    -8.7225 -1.4534
      4  -5.5843  2.3053    -9.1083 -1.6679
      5  -4.3932  1.9497    -8.3241 -1.4358
      6  -4.3505  1.7914    -8.0012 -1.7399
      7  -3.7238  1.5270    -6.7881 -1.6404
      8  -4.1412  1.3459    -6.7742 -2.3126
      9  -4.5513  1.3069    -7.1530 -2.8446
     10  -4.5410  1.1469    -6.6740 -3.1664
     11  -4.2443  0.9577    -5.7309 -3.0536
     12  -4.4274  0.8616    -5.7944 -3.4866
     13  -4.2783  0.7271    -5.3679 -3.4576
     14  -4.3806  0.6404    -5.4083 -3.7165
     15  -4.2725  0.5530    -5.1451 -3.6880
     16  -4.3377  0.4868    -5.1700 -3.8152
     17  -4.4404  0.4581    -5.2391 -3.9867
     18  -4.3801  0.3950    -5.0852 -3.9752
     19  -4.3204  0.3517    -4.9610 -3.9604

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0934  0.0626     0.0001  0.1889
      1   0.0893  0.0639     0.0001  0.1884
      2   0.0773  0.0652     0.0000  0.1862
      3   0.0223  0.0315     0.0000  0.0886
      4   0.0066  0.0051     0.0000  0.0129
      5   0.0066  0.0055     0.0000  0.0134
      6   0.0077  0.0053     0.0000  0.0137
      7   0.0084  0.0056     0.0000  0.0156
      8   0.0086  0.0056     0.0000  0.0160
      9   0.0082  0.0053     0.0000  0.0143
     10   0.0088  0.0050     0.0001  0.0149
     11   0.0095  0.0053     0.0001  0.0169
     12   0.0100  0.0055     0.0001  0.0180
     13   0.0108  0.0058     0.0003  0.0191
     14   0.0115  0.0060     0.0005  0.0198
     15   0.0123  0.0063     0.0006  0.0205
     16   0.0131  0.0064     0.0008  0.0216
     17   0.0133  0.0065     0.0009  0.0223
     18   0.0142  0.0067     0.0011  0.0236
     19   0.0149  0.0068     0.0013  0.0248

