trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  964 540.00  0.00 800.00 17.20  0
  1  677 380.00  0.00 800.00 21.50  1
  2  714 400.00  0.00 800.00 26.00  0
  3  677 380.00  0.00 800.00 21.50  1
  4  732 410.00  0.00 800.00 26.00  0
  5  748 420.00  0.00 800.00 17.20  0
  6 1419 790.00  0.00 800.00 156.00  0
  7  677 380.00  0.00 800.00 21.50  1
  8  659 370.00  0.00 800.00 21.50  1
  9  730 410.00  0.00 800.00 17.20  0
 10 1420 790.00  0.00 800.00 260.00  0
 11 1420 770.00  0.00 800.00 156.00  0
 12  586 330.00  0.00 800.00 17.20  1
 13  677 380.00  0.00 800.00 21.50  1
 14  641 360.00  0.00 800.00 21.50  1
 15  840 470.00  0.00 800.00 26.00  0
 16  641 350.00  0.00 800.00 26.00  0
 17  659 370.00  0.00 800.00 21.50  0
 18  713 400.00  0.00 800.00 21.50  0
 19  713 410.00  0.00 800.00 17.20  0
 20  532 300.00  0.00 800.00 17.20  1
 21  749 420.00  0.00 800.00 21.50  0
 22  749 400.00  0.00 800.00 26.00  0
 23  749 400.00  0.00 800.00 17.20  1
 24  820 460.00  0.00 800.00 17.20  0
 25  749 420.00  0.00 800.00 17.20  1
 26  731 410.00  0.00 800.00 21.50  0
 27  749 440.00  0.00 800.00 26.00  0
 28  731 390.00  0.00 800.00 17.20  1
 29  731 400.00  0.00 800.00 26.00  0
 30  731 430.00  0.00 800.00 26.00  0
 31  731 430.00  0.00 800.00 17.20  1
 32  713 400.00  0.00 800.00 21.50  1
 33  695 390.00  0.00 800.00 21.50  1
 34  659 370.00  0.00 800.00 21.50  1
 35  659 360.00  0.00 800.00 17.20  1
 36  641 360.00  0.00 800.00 21.50  1
 37  641 350.00  0.00 800.00 26.00  1
 38  623 350.00  0.00 800.00 21.50  1
 39  623 350.00  0.00 800.00 26.00  1
 40  623 370.00  0.00 800.00 17.20  1
 41  623 340.00  0.00 800.00 17.20  1
