Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.1520  1.2152    -6.0608 -2.4972
      1  -5.0839  0.7520    -6.1480 -4.2695
      2  -4.5556  0.5792    -5.2601 -4.1124
      3  -4.3802  0.5002    -4.8928 -4.0228
      4  -4.2303  0.4888    -4.7062 -3.8588
      5  -4.2732  0.3504    -4.6964 -4.2379
      6  -4.2586  0.2641    -4.6635 -4.2390
      7  -4.2517  0.2064    -4.6451 -4.2398
      8  -4.2472  0.1677    -4.6243 -4.2404
      9  -4.2449  0.1429    -4.6077 -4.2409
     10  -4.2504  0.1110    -4.6084 -4.2444
     11  -4.2490  0.1003    -4.5950 -4.2446
     12  -4.2479  0.0935    -4.5829 -4.2447
     13  -4.2491  0.0863    -4.5832 -4.2455
     14  -4.2507  0.0811    -4.5842 -4.2468
     15  -4.2512  0.0793    -4.5844 -4.2473
     16  -4.2515  0.0781    -4.5846 -4.2476
     17  -4.2521  0.0770    -4.5850 -4.2481
     18  -4.2523  0.0763    -4.5852 -4.2484
     19  -4.2509  0.0738    -4.5677 -4.2483
     20  -4.2510  0.0734    -4.5679 -4.2485
     21  -4.2507  0.0728    -4.5636 -4.2485
     22  -4.2503  0.0720    -4.5574 -4.2484
     23  -4.2504  0.0718    -4.5575 -4.2485
     24  -4.2497  0.0706    -4.5478 -4.2485
     25  -4.2498  0.0704    -4.5480 -4.2486
     26  -4.2495  0.0697    -4.5423 -4.2486
     27  -4.4002  0.1400    -4.7664 -4.2667
     28  -4.2927  0.1227    -4.7266 -4.2485
     29  -4.2895  0.1206    -4.7232 -4.2482
     30  -4.2906  0.1201    -4.7238 -4.2489
     31  -4.2863  0.1172    -4.7187 -4.2486
     32  -4.2883  0.1166    -4.7202 -4.2497
     33  -4.2825  0.1123    -4.7122 -4.2492
     34  -4.2809  0.1111    -4.7098 -4.2491
     35  -4.2800  0.1103    -4.7082 -4.2491
     36  -4.2807  0.1100    -4.7088 -4.2495
     37  -4.2798  0.1093    -4.7073 -4.2494
     38  -4.2814  0.1090    -4.7088 -4.2502
     39  -4.2783  0.1064    -4.7034 -4.2500
     40  -4.2775  0.1057    -4.7019 -4.2499
     41  -4.2785  0.1056    -4.7030 -4.2504

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1003  0.0597     0.0038  0.1897
      1   0.1002  0.0599     0.0035  0.1898
      2   0.0990  0.0599     0.0028  0.1895
      3   0.1020  0.0591     0.0048  0.1900
      4   0.0997  0.0594     0.0044  0.1895
      5   0.1112  0.0558     0.0133  0.1911
      6   0.1137  0.0543     0.0191  0.1913
      7   0.1151  0.0533     0.0227  0.1915
      8   0.1168  0.0523     0.0261  0.1916
      9   0.1180  0.0515     0.0287  0.1917
     10   0.1196  0.0504     0.0325  0.1919
     11   0.1205  0.0499     0.0344  0.1920
     12   0.1212  0.0494     0.0358  0.1920
     13   0.1216  0.0491     0.0367  0.1921
     14   0.1224  0.0486     0.0384  0.1921
     15   0.1226  0.0484     0.0390  0.1921
     16   0.1229  0.0483     0.0396  0.1922
     17   0.1232  0.0480     0.0404  0.1922
     18   0.1234  0.0479     0.0410  0.1922
     19   0.1241  0.0475     0.0422  0.1923
     20   0.1243  0.0474     0.0425  0.1923
     21   0.1245  0.0473     0.0429  0.1923
     22   0.1247  0.0471     0.0434  0.1923
     23   0.1248  0.0471     0.0436  0.1923
     24   0.1252  0.0469     0.0443  0.1924
     25   0.1253  0.0468     0.0445  0.1924
     26   0.1255  0.0466     0.0449  0.1924
     27   0.0541  0.0231     0.0215  0.0946
     28   0.0456  0.0171     0.0195  0.0743
     29   0.0460  0.0171     0.0202  0.0747
     30   0.0462  0.0170     0.0207  0.0748
     31   0.0467  0.0171     0.0211  0.0753
     32   0.0471  0.0170     0.0214  0.0756
     33   0.0477  0.0171     0.0217  0.0762
     34   0.0480  0.0171     0.0219  0.0765
     35   0.0482  0.0171     0.0221  0.0767
     36   0.0483  0.0170     0.0223  0.0769
     37   0.0485  0.0170     0.0225  0.0771
     38   0.0489  0.0170     0.0228  0.0774
     39   0.0492  0.0170     0.0231  0.0779
     40   0.0494  0.0170     0.0232  0.0781
     41   0.0496  0.0170     0.0235  0.0783

