trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1003 560.00  0.00 800.00 52.00  0
  1  822 460.00  0.00 800.00 26.00  0
  2  677 380.00  0.00 800.00 21.50  1
  3  714 400.00  0.00 800.00 26.00  0
  4  677 390.00  0.00 800.00 17.20  1
  5  677 390.00  0.00 800.00 17.20  0
  6 1420 790.00  0.00 800.00 260.00  0
  7  713 400.00  0.00 800.00 21.50  0
  8  693 390.00  0.00 800.00 12.90  1
  9  731 410.00  0.00 800.00 21.50  0
 10  622 350.00  0.00 800.00 17.20  0
 11 1420 790.00  0.00 800.00 260.00  0
 12  603 340.00  0.00 800.00 12.90  1
 13  711 400.00  0.00 800.00 12.90  1
 14  604 340.00  0.00 800.00 17.20  1
 15  803 450.00  0.00 800.00 21.50  1
 16 1421 790.00  0.00 800.00 520.00  0
 17  912 510.00  0.00 800.00 26.00  0
 18  840 470.00  0.00 800.00 26.00  0
 19  893 500.00  0.00 800.00 21.50  0
 20  532 300.00  0.00 800.00 17.20  1
 21  803 450.00  0.00 800.00 21.50  0
 22  785 440.00  0.00 800.00 21.50  0
 23  550 310.00  0.00 800.00 17.20  1
 24  767 430.00  0.00 800.00 21.50  0
 25  568 320.00  0.00 800.00 17.20  1
 26  767 440.00  0.00 800.00 26.00  0
 27  749 420.00  0.00 800.00 21.50  1
 28  731 410.00  0.00 800.00 21.50  1
 29  659 370.00  0.00 800.00 21.50  1
 30  623 350.00  0.00 800.00 21.50  1
 31  623 350.00  0.00 800.00 17.20  0
 32  550 310.00  0.00 800.00 17.20  1
 33  911 510.00  0.00 800.00 21.50  1
 34  496 280.00  0.00 800.00 17.20  1
 35  514 290.00  0.00 800.00 17.20  1
 36  930 520.00  0.00 800.00 26.00  1
 37 1002 560.00  0.00 800.00 26.00  1
 38 1421 790.00  0.00 800.00 520.00  0
 39 1038 580.00  0.00 800.00 26.00  0
 40 1038 560.00  0.00 800.00 52.00  0
 41 1038 560.00  0.00 800.00 21.50  0
