Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7568  2.0722    -9.1275 -2.6620
      1  -4.0145  1.1205    -5.7961 -2.4846
      2  -3.0623  0.6908    -3.9443 -2.3865
      3  -3.4613  0.5520    -4.1005 -3.1132
      4  -3.6177  0.4809    -4.1860 -3.4136
      5  -3.7712  0.4780    -4.3953 -3.5859
      6  -3.6948  0.3135    -3.9586 -3.5725
      7  -3.6196  0.6623    -4.2054 -3.3044
      8  -3.5155  0.6258    -3.9560 -3.2205
      9  -3.4503  0.5061    -3.8657 -3.2147
     10  -3.4126  0.4164    -3.6812 -3.2052
     11  -3.4203  0.3124    -3.6799 -3.4081
     12  -3.4205  0.2334    -3.6789 -3.4157
     13  -3.4107  0.1741    -3.6739 -3.4160
     14  -3.4063  0.1309    -3.6717 -3.4164
     15  -3.4085  0.0959    -3.6716 -3.4195
     16  -3.4070  0.0724    -3.6708 -3.4197
     17  -3.4080  0.0532    -3.6708 -3.4209
     18  -3.4083  0.0399    -3.6708 -3.4214
     19  -3.4079  0.0294    -3.6705 -3.4214
     20  -3.4079  0.0216    -3.6705 -3.4215
     21  -3.4079  0.0165    -3.6705 -3.4215
     22  -3.4078  0.0125    -3.6704 -3.4215
     23  -3.4078  0.0092    -3.6704 -3.4216
     24  -3.4078  0.0071    -3.6704 -3.4216
     25  -3.4077  0.0158    -3.6704 -3.4214
     26  -3.4065  0.0367    -3.6704 -3.4201
     27  -3.4073  0.0265    -3.6704 -3.4210
     28  -3.4072  0.0212    -3.6704 -3.4210
     29  -3.4074  0.0164    -3.6704 -3.4212
     30  -3.4070  0.0343    -3.6705 -3.4204
     31  -3.4068  0.0280    -3.6704 -3.4205
     32  -3.4074  0.0208    -3.6704 -3.4211
     33  -3.4077  0.0155    -3.6704 -3.4214
     34  -3.4077  0.0125    -3.6704 -3.4214
     35  -3.4078  0.0100    -3.6704 -3.4215
     36  -3.4072  0.0214    -3.6704 -3.4209
     37  -3.4075  0.0164    -3.6704 -3.4212
     38  -3.4076  0.0138    -3.6704 -3.4213
     39  -3.4077  0.0117    -3.6704 -3.4214
     40  -3.4076  0.0105    -3.6704 -3.4214
     41  -3.4063  0.0243    -3.6703 -3.4200

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0073  0.1899
      1   0.1019  0.0586     0.0071  0.1898
      2   0.1024  0.0586     0.0075  0.1899
      3   0.1019  0.0590     0.0065  0.1899
      4   0.1050  0.0585     0.0077  0.1905
      5   0.1032  0.0593     0.0065  0.1904
      6   0.1150  0.0552     0.0160  0.1919
      7   0.0539  0.0390     0.0009  0.1267
      8   0.0560  0.0398     0.0015  0.1307
      9   0.0623  0.0408     0.0041  0.1378
     10   0.0686  0.0420     0.0066  0.1452
     11   0.0744  0.0409     0.0123  0.1489
     12   0.0786  0.0400     0.0180  0.1513
     13   0.0823  0.0394     0.0224  0.1539
     14   0.0856  0.0390     0.0262  0.1563
     15   0.0888  0.0383     0.0306  0.1583
     16   0.0916  0.0380     0.0339  0.1604
     17   0.0946  0.0376     0.0372  0.1627
     18   0.0975  0.0374     0.0402  0.1648
     19   0.0999  0.0371     0.0428  0.1665
     20   0.1003  0.0369     0.0435  0.1667
     21   0.1004  0.0369     0.0436  0.1667
     22   0.1029  0.0367     0.0460  0.1686
     23   0.1052  0.0365     0.0485  0.1702
     24   0.1076  0.0363     0.0505  0.1719
     25   0.0842  0.0292     0.0390  0.1346
     26   0.0663  0.0227     0.0294  0.1034
     27   0.0678  0.0226     0.0311  0.1049
     28   0.0679  0.0225     0.0314  0.1049
     29   0.0682  0.0224     0.0321  0.1051
     30   0.0540  0.0177     0.0239  0.0820
     31   0.0550  0.0176     0.0251  0.0827
     32   0.0560  0.0175     0.0267  0.0836
     33   0.0570  0.0174     0.0280  0.0846
     34   0.0572  0.0173     0.0283  0.0848
     35   0.0577  0.0172     0.0288  0.0852
     36   0.0480  0.0143     0.0228  0.0697
     37   0.0487  0.0142     0.0236  0.0705
     38   0.0495  0.0141     0.0244  0.0713
     39   0.0502  0.0141     0.0253  0.0720
     40   0.0509  0.0140     0.0264  0.0727
     41   0.0432  0.0120     0.0215  0.0611

