trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  517 290.00  0.00 800.00 52.00  0
  1  676 380.00  0.00 800.00 17.20  0
  2  675 380.00  0.00 800.00 12.90  0
  3  746 420.00  0.00 800.00 10.80  1
  4 1400 780.00  0.00 800.00 104.00  0
  5  728 410.00  0.00 800.00 10.80  0
  6 1292 720.00  0.00 800.00 104.00  0
  7  693 390.00  0.00 800.00 12.90  0
  8  711 400.00  0.00 800.00 12.90  0
  9  782 440.00  0.00 800.00 10.80  0
 10  729 410.00  0.00 800.00 12.90  0
 11  711 400.00  0.00 800.00 12.90  0
 12  711 390.00  0.00 800.00 17.20  0
 13  764 430.00  0.00 800.00 10.80  0
 14  693 390.00  0.00 800.00 12.90  0
 15  693 400.00  0.00 800.00 10.80  0
 16  586 330.00  0.00 800.00 17.20  0
 17  924 520.00  0.00 800.00  6.44  0
 18 1387 780.00  0.00 800.00  0.71  0
 19 1352 760.00  0.00 800.00  1.00  0
 20  709 400.00  0.00 800.00  8.60  0
 21 1405 790.00  0.00 800.00  0.71  0
 22  301 170.00  0.00 800.00 52.00  0
 23  194 110.00  0.00 800.00 104.00  0
 24   15  10.00  0.00 800.00 156.00  1
 25 1296 730.00  0.00 800.00  0.43  0
 26  853 480.00  0.00 800.00  8.60  0
 27  764 430.00  0.00 800.00 10.80  0
 28 1208 680.00  0.00 800.00  1.00  0
 29   14  10.00  0.00 800.00 104.00  1
 30 1190 670.00  0.00 800.00  1.00  0
 31  548 310.00  0.00 800.00 10.80  0
 32  606 340.00  0.00 800.00 26.00  0
 33  588 330.00  0.00 800.00 26.00  0
 34  854 480.00  0.00 800.00 10.80  0
 35  391 220.00  0.00 800.00 52.00  0
 36  605 340.00  0.00 800.00 21.50  0
 37 1246 700.00  0.00 800.00  3.00  0
 38  370 210.00  0.00 800.00 17.20  0
 39  494 280.00  0.00 800.00 10.80  0
 40  784 440.00  0.00 800.00 17.20  0
 41  481 270.00  0.00 800.00 52.00  0
