Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.2923  2.3460    -9.0691 -1.7746
      1  -3.2524  1.2403    -5.1642 -1.5574
      2  -2.3384  0.8202    -3.4051 -1.4191
      3  -1.8113  0.6772    -2.4820 -1.3411
      4  -1.5299  0.6707    -2.0367 -1.1406
      5  -1.3636  0.7150    -1.8112 -0.8468
      6  -1.2113  1.2642    -3.0109 -0.2348
      7  -1.0343  1.5648    -4.9865 -0.1025
      8  -0.9391  1.7609    -5.8241 -0.0612
      9  -0.6822  1.3425    -2.8861 -0.0582
     10  -0.5382  1.0098    -1.3548 -0.0566
     11  -0.4170  0.9097    -1.0821 -0.0464
     12  -0.3381  0.7129    -0.9645 -0.0440
     13  -0.2590  0.6564    -0.7842 -0.0370
     14  -0.2164  0.5099    -0.7470 -0.0358
     15  -0.1856  0.4040    -0.7092 -0.0346
     16  -0.1604  0.3282    -0.6623 -0.0332
     17  -0.1142  0.3041    -0.5259 -0.0292
     18  -0.0987  0.2457    -0.5126 -0.0284
     19  -0.0940  0.1986    -0.5099 -0.0283

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0589     0.0064  0.1898
      1   0.1013  0.0590     0.0061  0.1898
      2   0.1017  0.0589     0.0067  0.1899
      3   0.1016  0.0591     0.0064  0.1899
      4   0.1009  0.0599     0.0054  0.1901
      5   0.0960  0.0614     0.0038  0.1896
      6   0.0306  0.0284     0.0001  0.0853
      7   0.0160  0.0124     0.0000  0.0364
      8   0.0127  0.0092     0.0000  0.0264
      9   0.0136  0.0088     0.0001  0.0268
     10   0.0141  0.0086     0.0003  0.0270
     11   0.0147  0.0086     0.0005  0.0274
     12   0.0157  0.0087     0.0009  0.0286
     13   0.0159  0.0085     0.0010  0.0284
     14   0.0167  0.0086     0.0014  0.0296
     15   0.0176  0.0087     0.0018  0.0308
     16   0.0184  0.0088     0.0022  0.0318
     17   0.0182  0.0084     0.0023  0.0310
     18   0.0190  0.0085     0.0030  0.0319
     19   0.0193  0.0084     0.0034  0.0321

