Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.3403  2.8298    -8.9659 -0.2775
      1  -4.1545  2.8824    -8.9396 -0.2137
      2  -3.8749  2.9373    -8.8943 -0.1606
      3  -3.5155  2.9677    -8.8234 -0.1229
      4  -2.6186  2.7452    -8.4387 -0.0871
      5  -2.0617  2.4679    -7.8835 -0.0727
      6  -1.6276  2.1319    -6.8722 -0.0647
      7  -3.2690  2.3290    -8.1696 -0.2886
      8  -2.9838  2.1269    -7.4778 -0.2648
      9  -3.8634  1.9033    -7.7872 -0.9840
     10  -3.7900  1.7724    -7.3523 -1.1111
     11  -3.1372  1.5182    -5.9626 -0.8207
     12  -3.5834  1.3270    -6.1113 -1.8417
     13  -3.2600  1.1595    -5.0357 -1.6848
     14  -2.9005  1.2039    -4.6369 -1.2260
     15  -2.8337  1.0457    -4.3058 -1.2864
     16  -3.0961  0.8917    -4.4107 -1.9952
     17  -2.8700  0.8658    -4.0754 -1.7871
     18  -3.0184  0.7543    -4.1327 -2.1516
     19  -2.8159  0.7799    -3.8768 -1.9265

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0010  0.0031     0.0000  0.0046
      1   0.0017  0.0040     0.0000  0.0063
      2   0.0028  0.0048     0.0000  0.0083
      3   0.0041  0.0054     0.0000  0.0112
      4   0.0054  0.0060     0.0000  0.0133
      5   0.0068  0.0061     0.0000  0.0144
      6   0.0079  0.0059     0.0000  0.0159
      7   0.0049  0.0035     0.0000  0.0067
      8   0.0058  0.0031     0.0000  0.0068
      9   0.0057  0.0031     0.0000  0.0068
     10   0.0063  0.0026     0.0000  0.0068
     11   0.0065  0.0026     0.0000  0.0069
     12   0.0067  0.0026     0.0001  0.0069
     13   0.0069  0.0025     0.0001  0.0076
     14   0.0067  0.0025     0.0001  0.0069
     15   0.0070  0.0021     0.0001  0.0070
     16   0.0072  0.0022     0.0002  0.0080
     17   0.0072  0.0022     0.0002  0.0084
     18   0.0074  0.0023     0.0003  0.0095
     19   0.0073  0.0023     0.0002  0.0090

