Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3688  2.3049    -9.0770 -1.9204
      1  -3.5770  1.3228    -5.6566 -1.7286
      2  -2.5401  0.8422    -3.6629 -1.6117
      3  -3.0822  0.6199    -3.8148 -2.6422
      4  -3.3599  0.5597    -3.9840 -3.0386
      5  -3.5371  0.5778    -4.3463 -3.2901
      6  -3.4345  0.3660    -3.7383 -3.2797
      7  -3.4488  0.2834    -3.7180 -3.4333
      8  -3.4384  0.2003    -3.6889 -3.4336
      9  -3.4333  0.1483    -3.6871 -3.4339
     10  -3.4335  0.1172    -3.6868 -3.4350
     11  -3.5249  0.2693    -3.9447 -3.4391
     12  -3.9527  0.9610    -5.3658 -3.2793
     13  -3.9152  0.7566    -4.9320 -3.4204
     14  -4.2448  1.1309    -6.4065 -3.2038
     15  -4.2077  0.9029    -5.5095 -3.4661
     16  -4.1859  0.7376    -5.2805 -3.5283
     17  -4.0943  0.6201    -4.9993 -3.5211
     18  -4.0279  0.5276    -4.8404 -3.5122
     19  -4.2227  0.6703    -5.1388 -3.6397

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0589     0.0062  0.1898
      1   0.1013  0.0589     0.0063  0.1898
      2   0.1010  0.0590     0.0064  0.1897
      3   0.1013  0.0589     0.0063  0.1898
      4   0.1002  0.0591     0.0058  0.1896
      5   0.0986  0.0601     0.0046  0.1895
      6   0.1121  0.0562     0.0130  0.1915
      7   0.1199  0.0534     0.0206  0.1924
      8   0.1213  0.0523     0.0249  0.1925
      9   0.1224  0.0513     0.0285  0.1926
     10   0.1232  0.0507     0.0308  0.1927
     11   0.0662  0.0404     0.0108  0.1429
     12   0.0140  0.0093     0.0000  0.0275
     13   0.0147  0.0090     0.0001  0.0279
     14   0.0087  0.0056     0.0000  0.0159
     15   0.0093  0.0053     0.0001  0.0164
     16   0.0097  0.0050     0.0002  0.0166
     17   0.0105  0.0052     0.0004  0.0178
     18   0.0112  0.0054     0.0005  0.0186
     19   0.0090  0.0042     0.0002  0.0135

